# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,54.00,0.94,3.76,8.00,0.02,19.10
1.00,31.00,1.88,8.46,12.00,0.03,23.36
1.00,46.00,2.82,14.88,24.00,0.01,35.26
1.00,4.00,1.41,10.57,24.00,0.01,35.22
1.00,14.00,1.88,9.87,18.00,0.01,29.12
1.00,8.00,2.63,19.17,22.40,0.02,33.48
1.00,9.00,5.64,43.96,23.33,0.06,35.82
1.00,28.00,9.09,67.75,23.29,0.08,36.38
1.00,57.00,1.88,11.04,24.00,0.01,35.23
1.00,55.00,1.72,10.97,16.00,0.02,27.10
1.00,61.00,2.23,15.16,20.00,0.01,31.12
1.00,42.00,2.35,15.04,22.67,0.01,33.91
1.00,91.00,3.89,25.51,20.57,0.04,31.98
1.00,18.00,5.87,42.02,20.00,0.07,32.71
1.00,0.00,13.18,112.14,22.37,0.18,41.16
1.00,97.00,0.94,7.52,16.00,0.01,27.11
1.00,96.00,1.88,11.28,20.00,0.02,31.10
1.00,6.00,15.04,152.80,29.50,0.16,46.22
1.00,56.00,9.40,83.97,25.70,0.10,40.30
1.00,69.00,13.16,118.85,26.00,0.13,41.82
1.00,43.00,11.63,83.45,22.40,0.16,39.18
1.00,85.00,12.02,85.19,26.57,0.11,41.41
