method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.8428571428571431, 1.0, 0.5714285714285714, 185.91, 227.0, 130.0
emulator, 1.1, 1.0, 1.0, 1.0, 206.0, 206.0, 206.0
