# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
172.00,8.00,6.79,48.13,10.67,0.04,22.04
172.00,15.00,6.79,48.13,10.67,0.04,22.04
172.00,24.00,6.79,48.13,10.67,0.04,22.04
172.00,5.00,6.79,48.13,10.67,0.04,22.04
172.00,23.00,6.79,48.13,10.67,0.04,22.04
172.00,25.00,6.79,48.13,10.67,0.04,22.04
172.00,11.00,6.79,48.13,10.67,0.04,22.04
172.00,19.00,6.79,48.13,10.67,0.04,22.04
172.00,10.00,6.79,48.13,10.67,0.04,22.04
172.00,16.00,6.79,48.13,10.67,0.04,22.04
172.00,17.00,6.79,48.13,10.67,0.04,22.04
172.00,28.00,6.79,48.13,10.67,0.04,22.04
172.00,6.00,6.79,48.13,10.67,0.04,22.04
172.00,12.00,6.79,48.13,10.67,0.04,22.04
172.00,22.00,6.79,48.13,10.67,0.04,22.04
172.00,13.00,6.79,48.13,10.67,0.04,22.04
172.00,1.00,6.79,48.13,10.67,0.04,22.04
172.00,4.00,6.79,48.13,10.67,0.04,22.04
172.00,29.00,6.79,48.13,10.67,0.04,22.04
172.00,2.00,6.79,48.13,10.67,0.04,22.04
172.00,3.00,6.79,48.13,10.67,0.04,22.04
172.00,21.00,6.79,48.13,10.67,0.04,22.04
172.00,18.00,6.79,48.13,10.67,0.04,22.04
172.00,14.00,6.79,48.13,10.67,0.04,22.04
172.00,26.00,6.79,48.13,10.67,0.04,22.04
172.00,9.00,6.79,48.13,10.67,0.04,22.04
172.00,7.00,6.79,48.13,10.67,0.04,22.04
172.00,20.00,18.51,121.48,14.00,0.06,25.17
172.00,0.00,16.66,121.12,17.43,0.03,28.42
172.00,43.00,6.79,48.13,10.67,0.04,22.04
172.00,56.00,6.79,48.13,10.67,0.04,22.04
172.00,46.00,6.79,48.13,10.67,0.04,22.04
172.00,49.00,6.79,48.13,10.67,0.04,22.04
172.00,34.00,6.79,48.13,10.67,0.04,22.04
172.00,45.00,6.79,48.13,10.67,0.04,22.04
172.00,42.00,6.79,48.13,10.67,0.04,22.04
172.00,40.00,6.79,48.13,10.67,0.04,22.04
172.00,41.00,6.79,48.13,10.67,0.04,22.04
172.00,33.00,9.26,65.72,12.50,0.04,23.80
172.00,35.00,6.79,48.13,10.67,0.04,22.04
172.00,32.00,6.79,48.13,10.67,0.04,22.04
172.00,27.00,6.79,48.13,10.67,0.04,22.04
