# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
2.00,6.00,27.23,216.01,24.85,0.09,38.32
2.00,4.00,21.85,182.14,25.64,0.08,39.08
2.00,11.00,24.06,210.42,27.73,0.08,41.13
2.00,8.00,24.97,221.87,27.94,0.10,41.42
2.00,10.00,21.85,191.10,26.14,0.07,39.53
2.00,9.00,24.19,208.96,26.58,0.09,40.04
2.00,2.00,24.97,229.41,26.75,0.07,40.09
2.00,7.00,24.19,216.37,26.32,0.08,39.76
2.00,3.00,23.41,216.77,29.73,0.07,43.08
2.00,5.00,22.63,200.01,26.97,0.08,40.40
2.00,1.00,24.97,214.55,25.25,0.10,38.73
2.00,16.00,22.63,200.22,24.55,0.10,38.04
2.00,13.00,23.41,181.06,23.60,0.08,36.99
2.00,18.00,23.41,198.86,24.60,0.09,38.07
2.00,12.00,24.97,193.07,23.62,0.10,37.11
2.00,0.00,24.97,240.62,26.94,0.09,40.41
2.00,15.00,23.41,219.84,28.40,0.08,41.83
2.00,22.00,21.07,192.98,28.81,0.07,42.19
2.00,21.00,24.19,204.04,25.48,0.08,38.92
2.00,27.00,22.63,197.51,26.83,0.08,40.22
2.00,28.00,24.19,207.95,25.29,0.10,38.78
2.00,17.00,24.97,217.01,25.94,0.09,39.42
2.00,19.00,24.97,220.48,27.88,0.07,41.21
2.00,23.00,24.97,211.61,25.44,0.09,38.92
2.00,14.00,26.53,230.76,27.59,0.08,40.97
2.00,20.00,24.19,201.28,26.39,0.08,39.80
2.00,35.00,21.85,177.73,26.14,0.06,39.17
2.00,25.00,26.00,204.03,26.32,0.06,39.42
2.00,31.00,24.19,192.82,24.06,0.09,37.54
2.00,26.00,24.19,204.47,25.68,0.08,39.07
2.00,30.00,27.31,224.45,25.43,0.09,38.89
2.00,24.00,24.97,220.16,25.81,0.09,39.29
2.00,29.00,24.19,195.77,25.29,0.09,38.76
2.00,37.00,21.07,187.60,26.52,0.08,39.97
2.00,32.00,22.63,190.81,26.14,0.09,39.59
2.00,34.00,24.19,206.06,25.87,0.08,39.28
2.00,47.00,22.63,178.38,25.93,0.07,39.26
2.00,40.00,23.41,196.82,24.87,0.08,38.26
2.00,41.00,24.97,196.60,25.62,0.08,39.07
2.00,43.00,24.97,209.15,23.62,0.11,37.12
2.00,45.00,26.53,237.45,26.71,0.10,40.19
2.00,38.00,27.21,238.31,27.94,0.14,41.43
2.00,42.00,21.85,191.77,27.79,0.07,41.10
2.00,36.00,24.97,222.82,28.50,0.08,41.90
2.00,39.00,25.75,200.01,24.55,0.09,38.02
2.00,46.00,22.63,193.19,24.34,0.09,37.82
2.00,33.00,26.60,225.18,25.70,0.11,39.19
2.00,70.00,31.99,193.24,18.15,0.22,35.33
2.00,50.00,21.07,180.84,27.48,0.07,40.81
2.00,71.00,23.41,199.42,27.13,0.08,40.56
2.00,59.00,22.63,195.65,27.24,0.06,40.22
2.00,57.00,22.63,216.60,27.86,0.09,41.34
2.00,56.00,24.19,211.54,27.87,0.07,41.17
2.00,61.00,24.19,205.47,26.06,0.08,39.50
2.00,62.00,21.85,188.18,26.64,0.07,40.03
2.00,51.00,24.19,210.32,26.90,0.07,40.17
2.00,64.00,24.97,207.38,25.19,0.09,38.66
2.00,68.00,26.53,214.58,24.76,0.10,38.24
2.00,48.00,26.29,221.96,27.94,0.12,41.43
2.00,65.00,25.55,226.03,26.58,0.10,40.07
2.00,52.00,24.19,205.07,25.55,0.08,38.98
2.00,49.00,26.53,217.86,26.59,0.09,40.04
2.00,55.00,22.63,182.77,25.59,0.07,38.84
2.00,66.00,19.51,181.85,28.24,0.06,41.43
2.00,63.00,24.97,218.90,27.62,0.10,41.11
2.00,75.00,24.16,200.90,27.59,0.08,41.00
2.00,53.00,24.19,218.00,27.55,0.08,40.98
2.00,44.00,24.97,243.15,27.62,0.09,41.10
2.00,82.00,24.19,223.03,27.48,0.09,40.95
2.00,67.00,25.45,222.58,24.71,0.10,38.20
2.00,58.00,25.39,219.51,24.90,0.11,38.39
2.00,60.00,22.63,190.65,25.24,0.08,38.66
2.00,81.00,22.63,203.82,25.10,0.08,38.52
2.00,54.00,27.93,249.04,27.76,0.12,41.26
2.00,72.00,20.29,182.38,26.85,0.08,40.30
2.00,69.00,24.19,221.07,28.13,0.10,41.62
2.00,73.00,24.97,208.67,25.81,0.09,39.27
2.00,78.00,23.41,209.23,26.80,0.08,40.24
2.00,76.00,25.75,217.53,26.42,0.09,39.89
2.00,83.00,24.19,204.96,27.68,0.07,41.02
2.00,77.00,26.13,206.61,27.31,0.07,40.46
2.00,80.00,24.97,219.21,25.88,0.08,39.31
2.00,74.00,23.41,219.15,29.27,0.08,42.68
2.00,88.00,21.07,199.22,29.19,0.07,42.57
2.00,95.00,24.19,201.16,27.23,0.08,40.63
2.00,93.00,23.83,215.98,28.20,0.11,41.69
2.00,85.00,23.41,200.95,25.93,0.08,39.39
2.00,97.00,24.97,217.00,26.25,0.08,39.69
2.00,87.00,24.19,221.52,27.23,0.09,40.70
2.00,79.00,24.97,221.46,27.44,0.08,40.81
2.00,89.00,27.31,246.95,25.49,0.12,38.98
2.00,98.00,21.07,194.54,28.44,0.07,41.84
2.00,91.00,21.85,219.55,29.50,0.08,42.92
2.00,99.00,24.97,210.96,26.94,0.09,40.41
2.00,90.00,22.63,205.46,27.72,0.08,41.12
2.00,96.00,24.19,218.78,27.55,0.10,41.03
2.00,92.00,25.75,214.74,26.73,0.08,40.16
