# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,9.00,19.51,175.88,25.68,0.07,39.08
1.00,18.00,24.19,201.67,28.13,0.07,41.41
1.00,3.00,23.41,210.01,26.93,0.09,40.41
1.00,23.00,24.97,214.46,27.88,0.08,41.27
1.00,2.00,23.41,205.99,27.53,0.08,40.95
1.00,12.00,24.97,199.52,25.38,0.08,38.80
1.00,6.00,24.19,250.97,27.48,0.11,40.98
1.00,8.00,25.75,225.05,26.79,0.08,40.22
1.00,15.00,27.31,237.51,25.43,0.09,38.90
1.00,13.00,23.41,212.95,27.40,0.07,40.77
1.00,14.00,23.41,220.29,27.20,0.09,40.66
1.00,7.00,24.97,232.75,27.88,0.08,41.29
1.00,10.00,24.19,228.36,27.23,0.09,40.68
1.00,5.00,21.85,172.96,24.93,0.08,38.34
1.00,20.00,20.29,186.13,27.54,0.07,40.81
1.00,0.00,24.97,201.91,25.81,0.09,39.28
1.00,21.00,24.19,204.32,25.29,0.08,38.72
1.00,11.00,23.41,206.33,26.60,0.07,39.90
1.00,1.00,25.75,224.19,27.33,0.10,40.82
1.00,4.00,25.75,235.69,27.76,0.10,41.25
1.00,19.00,24.19,217.27,26.45,0.08,39.85
1.00,17.00,24.97,222.66,27.62,0.09,41.09
1.00,16.00,25.75,216.68,24.18,0.12,37.68
1.00,36.00,24.19,198.24,25.61,0.08,39.05
1.00,24.00,25.56,208.94,26.25,0.09,39.73
1.00,26.00,22.63,206.26,26.00,0.08,39.43
1.00,31.00,26.53,204.42,24.29,0.09,37.77
1.00,27.00,25.75,210.54,25.15,0.09,38.60
1.00,34.00,24.97,208.88,27.12,0.09,40.60
1.00,29.00,22.63,203.46,26.97,0.08,40.37
1.00,22.00,24.19,192.38,26.32,0.08,39.75
1.00,38.00,27.31,232.30,25.89,0.11,39.38
1.00,33.00,25.70,210.85,26.77,0.10,40.26
1.00,32.00,24.19,210.72,27.03,0.09,40.49
1.00,39.00,22.63,192.96,26.69,0.08,40.11
1.00,25.00,22.63,190.74,25.17,0.08,38.62
1.00,30.00,25.75,217.96,25.15,0.11,38.65
1.00,35.00,24.97,206.33,26.44,0.08,39.83
1.00,37.00,24.19,231.68,27.48,0.09,40.95
1.00,66.00,20.29,176.45,26.00,0.06,39.09
1.00,65.00,21.07,195.33,28.07,0.07,41.44
1.00,57.00,22.63,188.82,25.31,0.10,38.79
1.00,62.00,25.75,223.50,25.09,0.09,38.56
1.00,46.00,24.19,211.73,26.26,0.09,39.72
1.00,42.00,24.19,207.55,25.87,0.07,39.22
1.00,40.00,26.53,226.58,25.94,0.10,39.43
1.00,41.00,24.97,231.51,27.00,0.09,40.47
1.00,28.00,24.97,230.66,27.19,0.07,40.55
1.00,43.00,26.53,253.12,28.65,0.10,42.14
1.00,45.00,26.53,222.00,25.18,0.10,38.67
1.00,44.00,22.63,186.69,26.34,0.07,39.72
1.00,71.00,24.97,197.31,26.25,0.07,39.61
1.00,67.00,23.41,197.30,25.73,0.07,39.02
1.00,70.00,22.63,201.79,28.90,0.07,42.25
1.00,56.00,23.41,201.81,25.67,0.08,39.08
1.00,49.00,23.63,217.26,27.33,0.07,40.69
1.00,52.00,24.19,219.63,27.68,0.08,41.09
1.00,64.00,24.97,228.38,27.31,0.09,40.78
1.00,50.00,25.75,233.82,26.73,0.11,40.22
1.00,53.00,24.19,209.61,26.45,0.07,39.83
1.00,54.00,25.75,226.52,27.64,0.09,41.10
1.00,61.00,27.31,245.37,27.49,0.09,40.96
1.00,48.00,26.00,226.88,26.67,0.09,40.15
1.00,60.00,24.97,215.43,24.75,0.11,38.25
1.00,55.00,25.75,214.27,25.09,0.08,38.53
1.00,74.00,19.76,174.86,28.16,0.07,41.49
1.00,72.00,25.75,230.89,27.70,0.07,40.91
1.00,63.00,23.41,217.07,27.60,0.09,41.08
1.00,73.00,24.19,219.72,27.03,0.10,40.52
1.00,47.00,24.46,225.57,28.90,0.08,42.33
1.00,58.00,25.75,226.11,25.94,0.08,39.34
1.00,51.00,24.97,238.45,28.06,0.08,41.48
1.00,59.00,24.97,236.48,27.25,0.11,40.74
1.00,76.00,24.97,216.98,26.25,0.11,39.74
1.00,69.00,24.19,204.05,24.71,0.09,38.18
