# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
4.00,7.00,23.41,199.21,26.27,0.08,39.71
4.00,2.00,24.19,224.99,27.74,0.08,41.13
4.00,0.00,23.41,208.25,27.00,0.08,40.43
4.00,5.00,24.97,224.39,25.69,0.09,39.14
4.00,4.00,26.53,247.88,27.82,0.08,41.19
4.00,10.00,22.63,206.66,26.21,0.09,39.69
4.00,8.00,24.19,227.27,26.97,0.09,40.44
4.00,6.00,25.75,228.90,28.85,0.10,42.33
4.00,1.00,23.41,194.89,24.33,0.08,37.75
4.00,9.00,24.09,221.79,28.00,0.07,41.38
4.00,13.00,19.51,176.78,27.76,0.06,40.80
4.00,3.00,27.31,215.16,26.17,0.08,39.54
4.00,22.00,23.41,192.50,25.53,0.08,38.96
4.00,23.00,22.63,213.29,26.41,0.10,39.90
4.00,29.00,21.85,202.53,26.50,0.07,39.81
4.00,16.00,24.97,220.82,26.38,0.09,39.83
4.00,11.00,21.69,181.96,24.24,0.12,37.74
4.00,14.00,24.97,208.23,25.44,0.09,38.91
4.00,17.00,23.41,197.31,24.47,0.10,37.95
4.00,15.00,24.19,217.13,26.26,0.09,39.71
4.00,25.00,24.97,226.57,26.56,0.08,40.01
4.00,12.00,24.19,218.76,26.06,0.10,39.56
4.00,27.00,21.85,194.53,27.21,0.07,40.60
4.00,19.00,23.41,205.65,26.20,0.09,39.65
4.00,28.00,23.41,214.66,29.53,0.07,42.91
4.00,20.00,25.75,222.86,26.79,0.09,40.24
4.00,21.00,24.19,207.99,27.42,0.08,40.84
4.00,24.00,23.41,216.13,28.27,0.07,41.64
4.00,40.00,22.63,175.70,25.03,0.07,38.38
4.00,43.00,24.19,213.78,27.10,0.08,40.55
4.00,18.00,27.31,249.36,28.34,0.09,41.80
4.00,38.00,23.41,199.04,27.60,0.08,41.01
4.00,31.00,23.41,204.38,26.60,0.07,39.92
4.00,51.00,23.41,186.97,24.80,0.08,38.25
4.00,39.00,25.75,214.27,25.76,0.10,39.24
4.00,35.00,24.97,227.73,27.00,0.09,40.46
4.00,36.00,24.19,241.53,27.94,0.09,41.40
4.00,37.00,20.29,198.72,27.85,0.10,41.34
4.00,46.00,24.51,207.91,25.68,0.10,39.16
4.00,26.00,27.31,264.17,27.66,0.11,41.15
4.00,34.00,26.53,232.39,26.41,0.08,39.84
4.00,32.00,24.19,236.39,27.61,0.07,40.99
4.00,30.00,21.81,188.49,26.30,0.07,39.61
4.00,49.00,21.85,193.33,28.07,0.07,41.45
4.00,45.00,23.41,204.35,28.33,0.08,41.78
4.00,33.00,25.75,216.15,26.36,0.11,39.86
4.00,52.00,24.97,211.77,25.56,0.09,39.02
4.00,41.00,24.97,238.37,27.62,0.10,41.12
