method, generation, average_ar, max_ar, min_ar, average_latency, max_latency, min_latency
surrogate, 1, 0.9495000000000001, 1.0, 0.0, 4874.5, 50000.0, 500.0
surrogate, 2, 0.9974999999999999, 1.0, 0.98, 2250.95, 2563.0, 500.0
surrogate, 3, 0.9951666666666666, 1.0, 0.97, 2062.7, 2516.0, 500.0
surrogate, 4, 0.9871666666666666, 1.0, 0.96, 1929.8, 2488.0, 500.0
surrogate, 5, 0.9871666666666666, 1.0, 0.96, 1927.65, 2454.0, 500.0
surrogate, 6, 0.9871666666666666, 1.0, 0.96, 1907.85, 2443.0, 500.0
surrogate, 7, 0.9879999999999999, 1.0, 0.96, 1863.1, 2421.0, 500.0
surrogate, 8, 0.9879999999999999, 1.0, 0.96, 1850.05, 2379.0, 500.0
surrogate, 9, 0.9879999999999999, 1.0, 0.96, 1796.45, 2303.0, 500.0
surrogate, 10, 0.9879999999999999, 1.0, 0.96, 1703.9, 2211.0, 500.0
surrogate, 11, 0.9879999999999999, 1.0, 0.96, 1703.9, 2211.0, 500.0
surrogate, 12, 0.9879999999999999, 1.0, 0.96, 1693.2, 2200.0, 500.0
surrogate, 13, 0.9879999999999999, 1.0, 0.96, 1652.2, 2183.0, 500.0
surrogate, 14, 0.9880000000000001, 1.0, 0.96, 1601.05, 2124.0, 500.0
surrogate, 15, 0.977, 1.0, 0.7833333333333333, 1499.45, 2019.0, 500.0
surrogate, 16, 0.977, 1.0, 0.7833333333333333, 1499.45, 2019.0, 500.0
surrogate, 17, 0.977, 1.0, 0.7833333333333333, 1499.45, 2019.0, 500.0
surrogate, 18, 0.977, 1.0, 0.7833333333333333, 1499.45, 2019.0, 500.0
surrogate, 19, 0.9790000000000001, 1.0, 0.7833333333333333, 1483.75, 2000.0, 500.0
surrogate, 20, 0.9809999999999999, 1.0, 0.7833333333333333, 1442.65, 1997.0, 500.0
surrogate, 21, 0.9809999999999999, 1.0, 0.7833333333333333, 1434.35, 1974.0, 500.0
surrogate, 22, 0.9809999999999999, 1.0, 0.7833333333333333, 1428.85, 1971.0, 500.0
surrogate, 23, 0.9809999999999999, 1.0, 0.7833333333333333, 1428.85, 1971.0, 500.0
surrogate, 24, 0.9809999999999999, 1.0, 0.7833333333333333, 1421.6, 1865.0, 500.0
surrogate, 25, 0.9809999999999999, 1.0, 0.7833333333333333, 1421.6, 1865.0, 500.0
surrogate, 26, 0.9768333333333332, 1.0, 0.7833333333333333, 1384.0, 1844.0, 500.0
surrogate, 27, 0.9768333333333332, 1.0, 0.7833333333333333, 1375.1, 1826.0, 500.0
surrogate, 28, 0.9768333333333332, 1.0, 0.7833333333333333, 1375.1, 1826.0, 500.0
