# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,26.00,1.85,14.81,16.00,0.01,27.15
1.00,40.00,4.63,22.21,24.00,0.01,35.22
1.00,13.00,2.78,17.59,14.00,0.01,25.17
1.00,42.00,1.85,15.74,16.00,0.02,27.09
1.00,50.00,5.09,34.48,21.00,0.03,32.29
1.00,53.00,5.32,33.09,23.00,0.03,34.25
1.00,58.00,5.09,30.54,19.00,0.04,30.39
1.00,32.00,3.70,26.84,20.00,0.03,31.12
1.00,14.00,3.70,32.16,18.00,0.02,29.07
1.00,20.00,7.40,41.84,18.40,0.05,30.76
1.00,49.00,5.37,42.95,22.40,0.03,33.60
1.00,38.00,5.00,37.39,25.60,0.02,36.66
1.00,11.00,4.40,37.49,24.00,0.02,35.08
1.00,18.00,3.70,28.00,18.00,0.02,29.08
1.00,22.00,6.48,41.65,25.00,0.03,36.18
1.00,19.00,3.70,27.31,22.00,0.01,33.19
1.00,41.00,5.55,37.18,18.00,0.05,32.17
1.00,4.00,7.40,47.21,22.40,0.05,34.41
1.00,36.00,12.96,96.13,24.29,0.06,37.62
1.00,43.00,12.60,105.59,24.15,0.10,38.66
1.00,12.00,26.84,210.54,23.38,0.18,40.12
1.00,34.00,19.78,129.47,22.50,0.13,37.69
1.00,10.00,19.44,171.10,26.19,0.11,40.02
1.00,95.00,1.85,20.36,20.00,0.01,31.15
1.00,72.00,3.70,27.07,19.00,0.02,30.07
1.00,59.00,5.92,37.02,24.00,0.03,35.18
1.00,96.00,5.37,39.80,24.00,0.02,35.07
1.00,81.00,5.55,39.18,22.00,0.03,33.25
1.00,82.00,5.55,32.24,19.33,0.02,30.39
1.00,52.00,7.40,52.30,24.00,0.03,35.08
1.00,71.00,9.81,67.01,21.60,0.06,34.20
1.00,78.00,10.18,71.19,21.27,0.04,32.57
1.00,66.00,10.18,66.81,18.00,0.05,30.29
1.00,86.00,12.03,98.29,25.08,0.07,37.33
1.00,91.00,5.55,44.61,24.00,0.03,35.20
1.00,62.00,14.81,99.36,22.38,0.08,34.72
1.00,51.00,24.99,196.71,25.78,0.13,40.35
1.00,44.00,23.22,186.16,24.33,0.17,40.67
1.00,77.00,25.92,226.54,27.29,0.13,42.03
1.00,99.00,28.30,245.63,25.43,0.25,41.71
