id,unique_count
16997,24
60097,24
43496,24
41781,24
73972,24
26994,24
40166,24
13385,24
8112,24
13594,24
7049,24
40142,24
67002,24
30356,24
63470,24
13462,24
56825,24
70146,24
79213,24
57387,24
70164,24
26717,24
20030,24
43414,24
26732,24
110,24
74212,24
30874,24
30349,24
8681,24
73456,24
47128,24
63481,24
78187,24
10084,24
53627,23
63795,23
14788,23
73832,23
3711,23
27100,23
58287,23
57102,23
62089,23
40106,23
4774,23
73743,23
43955,23
63450,23
13454,23
50443,23
56748,23
20408,23
32488,23
6755,23
79973,23
17086,23
10038,23
50083,23
20052,23
40429,23
10073,23
6762,23
36792,23
77098,23
64615,23
21489,23
31687,23
33388,23
79341,23
66780,23
7117,23
64963,23
34921,23
69159,23
67296,23
69542,23
6,23
42206,23
5350,23
13872,23
56779,23
61520,23
50098,23
46811,23
17063,23
18718,23
10100,23
16698,23
3645,23
54869,23
51506,23
44226,23
41701,23
63863,23
40697,23
20094,23
561,23
13431,23
28709,23
73484,23
10080,23
30152,23
76833,23
76782,23
40881,23
73929,23
76807,23
12453,23
20,23
76848,23
68033,23
30075,23
10387,23
10093,23
66862,23
50563,23
14772,23
65909,23
13360,23
50076,23
63428,23
77107,23
2734,23
30284,23
53921,22
46128,22
76776,22
72989,22
20102,22
53535,22
23787,22
13365,22
10054,22
26752,22
10116,22
18103,22
69222,22
30070,22
73997,22
4799,22
60117,22
51015,22
30603,22
53416,22
40218,22
32776,22
61380,22
3440,22
53448,22
70519,22
46752,22
71511,22
70240,22
54821,22
20669,22
3544,22
20449,22
56832,22
36738,22
52540,22
73217,22
43427,22
47096,22
13732,22
520,22
63746,22
33404,22
54049,22
53478,22
70618,22
26744,22
79,22
47268,22
36742,22
13418,22
59952,22
33760,22
17515,22
50129,22
23886,22
20993,22
47245,22
13213,22
79261,22
13993,22
33386,22
20155,22
66887,22
50120,22
1413,22
30375,22
33694,22
71639,22
70,22
5014,22
50078,22
68301,22
62651,22
50197,22
18695,22
10518,22
219,22
39188,22
36985,22
76794,22
60408,22
40569,22
44814,22
67280,22
25805,22
58190,22
25091,22
26763,22
20270,21
73510,21
65861,21
27108,21
50144,21
5497,21
47030,21
16800,21
31583,21
20087,21
21753,21
42543,21
17963,21
54828,21
6276,21
65821,21
56774,21
43460,21
54844,21
13354,21
35241,21
20295,21
23838,21
6958,21
11287,21
19257,21
40080,21
3742,21
14673,21
35819,21
30169,21
11434,21
50631,21
4879,21
56754,21
47240,21
76187,21
57119,21
37074,21
43453,21
40062,21
57187,21
43798,21
27224,21
17522,21
69230,21
49282,21
70148,21
67133,21
16868,21
16988,21
13913,21
23585,21
46818,21
63621,21
60112,21
86,21
62571,21
40115,21
74284,21
63455,21
11659,21
56805,21
19160,21
59632,21
23565,21
49171,21
11450,21
2462,21
36784,21
33647,21
43464,21
70634,21
66870,21
33941,21
16764,21
39205,21
20048,21
44787,21
66621,21
60310,21
50094,21
46593,21
26851,21
4758,21
30144,21
74897,21
23347,21
12019,21
76802,21
3620,21
36788,21
40617,21
43422,21
18262,21
63958,21
70014,21
28565,21
6803,21
10527,21
37122,21
70208,21
60150,21
56812,21
3386,21
63942,21
67273,21
50392,21
47252,21
20068,21
73495,21
53812,21
23379,21
56945,21
46734,21
1461,21
23227,21
3636,21
11555,21
16723,21
28429,21
13659,21
50394,21
20773,21
41517,21
54932,21
52557,21
33736,21
76787,20
53456,20
16932,20
74108,20
32504,20
45881,20
23394,20
7949,20
33622,20
42061,20
38877,20
20350,20
61405,20
56766,20
5777,20
23436,20
72736,20
53829,20
26712,20
30634,20
77081,20
20384,20
40460,20
26710,20
70659,20
46859,20
77000,20
39389,20
26790,20
3344,20
30082,20
70232,20
102,20
9163,20
76916,20
