method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.8410000000000001, 1.0, 0.6, 156.1, 194.0, 50.0
emulator, 1.1, 1.0, 1.0, 1.0, 149.0, 149.0, 149.0
