method, generation, average_ar, max_ar, min_ar, average_latency, max_latency, min_latency
surrogate, 1, 0.841, 1.0, 0.5, 38.93, 42.0, 34.0
emulator, 1.1, 1.0, 1.0, 1.0, 38.0, 38.0, 38.0
