# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,6.00,3.70,24.07,16.00,0.02,27.11
1.00,1.00,7.40,43.50,21.00,0.01,32.11
1.00,2.00,9.26,54.61,22.00,0.03,33.11
1.00,5.00,7.40,57.39,18.00,0.02,29.11
1.00,0.00,11.11,73.43,20.67,0.03,31.78
1.00,3.00,18.25,145.98,20.57,0.04,31.68
1.00,16.00,3.70,33.32,24.00,0.01,35.11
1.00,19.00,3.70,31.47,22.00,0.01,33.11
1.00,7.00,3.70,31.47,22.00,0.01,33.11
1.00,10.00,3.70,27.77,18.00,0.01,29.11
1.00,13.00,3.70,22.21,12.00,0.01,23.11
1.00,14.00,14.81,114.40,20.80,0.03,31.91
1.00,17.00,11.11,64.17,14.67,0.03,25.78
1.00,8.00,5.55,33.32,24.00,0.01,35.11
1.00,12.00,14.81,108.85,20.40,0.04,31.51
1.00,22.00,9.26,58.00,18.00,0.02,29.11
1.00,11.00,18.51,145.55,17.25,0.04,28.36
1.00,23.00,7.40,72.20,20.67,0.03,31.78
1.00,26.00,11.11,97.65,21.50,0.03,32.61
1.00,20.00,38.88,272.69,22.00,0.05,33.11
1.00,92.00,3.70,27.77,18.00,0.01,29.11
1.00,68.00,3.70,27.77,20.00,0.02,31.11
1.00,43.00,3.70,31.47,22.00,0.01,33.11
1.00,76.00,3.70,20.36,12.00,0.02,23.11
1.00,77.00,3.70,24.07,16.00,0.02,27.11
1.00,51.00,5.55,41.65,18.00,0.01,29.11
1.00,48.00,5.55,44.43,21.00,0.02,32.11
1.00,53.00,3.70,25.92,16.00,0.01,27.11
1.00,79.00,5.55,33.32,24.00,0.01,35.11
1.00,29.00,5.55,45.35,17.00,0.02,28.11
1.00,39.00,5.55,52.76,19.00,0.02,30.11
1.00,87.00,5.55,39.80,19.00,0.02,30.11
1.00,83.00,3.70,24.07,14.00,0.01,25.11
1.00,42.00,9.26,63.87,24.00,0.03,35.11
1.00,33.00,3.70,24.07,14.00,0.01,25.11
1.00,45.00,7.40,53.68,14.67,0.03,25.78
1.00,58.00,9.26,62.32,19.33,0.02,30.45
1.00,47.00,7.40,47.21,22.00,0.02,33.11
1.00,41.00,11.11,77.75,19.00,0.03,30.11
1.00,24.00,3.70,33.32,24.00,0.01,35.11
1.00,27.00,11.11,52.76,24.00,0.01,35.11
1.00,46.00,5.55,29.62,20.00,0.01,31.11
1.00,32.00,9.26,70.35,18.67,0.04,29.78
1.00,28.00,3.70,24.07,14.00,0.01,25.11
1.00,84.00,6.79,66.03,20.00,0.02,31.11
1.00,59.00,3.70,25.92,18.00,0.02,29.11
1.00,61.00,9.26,69.11,20.67,0.02,31.78
1.00,71.00,14.81,86.08,20.50,0.02,31.61
1.00,74.00,14.81,83.92,24.00,0.03,35.11
1.00,78.00,11.11,74.05,20.00,0.02,31.11
1.00,86.00,11.11,86.54,21.00,0.02,32.11
