method, generation, power, ar
surrogate, 1, 24.0, 1.0
surrogate, 1, 16.0, 0.5
surrogate, 1, 16.0, 0.5
surrogate, 1, 16.0, 0.5
emulator, 1.1, 49.0, 1.0
