method, generation, average_ar, max_ar, min_ar, average_latency, max_latency, min_latency
surrogate, 1, 0.8541666666666667, 0.9666666666666667, 0.75, 138.4, 1021.0, 36.0
surrogate, 2, 0.8699999999999999, 0.9666666666666667, 0.75, 115.75, 1021.0, 35.0
surrogate, 3, 0.8800000000000001, 0.9833333333333333, 0.8, 119.1, 1114.0, 35.0
surrogate, 4, 0.8883333333333333, 0.9833333333333333, 0.8, 137.95, 1114.0, 35.0
surrogate, 5, 0.8883333333333333, 0.9833333333333333, 0.8, 136.75, 1114.0, 35.0
surrogate, 6, 0.8983333333333334, 0.9833333333333333, 0.8, 176.75, 1114.0, 35.0
surrogate, 7, 0.9016666666666666, 0.9833333333333333, 0.8166666666666667, 161.75, 1114.0, 35.0
surrogate, 8, 0.9075, 0.9833333333333333, 0.8166666666666667, 172.35, 1114.0, 35.0
surrogate, 9, 0.9075, 0.9833333333333333, 0.8166666666666667, 172.35, 1114.0, 35.0
surrogate, 10, 0.9058333333333332, 0.9833333333333333, 0.8166666666666667, 171.35, 1114.0, 35.0
surrogate, 11, 0.9100000000000001, 0.9833333333333333, 0.8166666666666667, 170.45, 1114.0, 35.0
