# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
475.00,4.00,9.26,47.51,8.00,0.03,19.11
475.00,2.00,9.26,47.51,8.00,0.03,19.11
475.00,34.00,9.26,47.51,8.00,0.03,19.11
475.00,3.00,9.26,47.51,8.00,0.03,19.11
475.00,1.00,9.26,47.51,8.00,0.03,19.11
475.00,43.00,9.26,47.51,8.00,0.03,19.11
475.00,41.00,9.26,47.51,8.00,0.03,19.11
475.00,33.00,9.26,47.51,8.00,0.03,19.11
475.00,25.00,9.26,47.51,8.00,0.03,19.11
475.00,46.00,9.26,47.51,8.00,0.03,19.11
475.00,54.00,9.26,47.51,8.00,0.03,19.11
475.00,28.00,9.26,47.51,8.00,0.03,19.11
475.00,26.00,9.26,47.51,8.00,0.03,19.11
475.00,22.00,9.26,47.51,8.00,0.03,19.11
475.00,59.00,9.26,47.51,8.00,0.03,19.11
475.00,13.00,9.26,47.51,8.00,0.03,19.11
475.00,29.00,9.26,47.51,8.00,0.03,19.11
475.00,32.00,9.26,47.51,8.00,0.03,19.11
475.00,44.00,9.26,47.51,8.00,0.03,19.11
475.00,39.00,9.26,47.51,8.00,0.03,19.11
475.00,51.00,9.26,47.51,8.00,0.03,19.11
475.00,24.00,9.26,47.51,8.00,0.03,19.11
475.00,12.00,9.26,47.51,8.00,0.03,19.11
475.00,21.00,9.26,47.51,8.00,0.03,19.11
475.00,48.00,9.26,47.51,8.00,0.03,19.11
475.00,53.00,9.26,47.51,8.00,0.03,19.11
475.00,31.00,9.26,47.51,8.00,0.03,19.11
475.00,35.00,9.26,47.51,8.00,0.03,19.11
475.00,14.00,9.26,47.51,8.00,0.03,19.11
475.00,49.00,9.26,47.51,8.00,0.03,19.11
475.00,16.00,9.26,47.51,8.00,0.03,19.11
475.00,52.00,9.26,47.51,8.00,0.03,19.11
475.00,10.00,9.26,47.51,8.00,0.03,19.11
475.00,47.00,9.26,47.51,8.00,0.03,19.11
475.00,9.00,9.26,47.51,8.00,0.03,19.11
475.00,11.00,9.26,47.51,8.00,0.03,19.11
475.00,40.00,9.26,47.51,8.00,0.03,19.11
475.00,38.00,9.26,47.51,8.00,0.03,19.11
475.00,23.00,9.26,47.51,8.00,0.03,19.11
475.00,50.00,9.26,47.51,8.00,0.03,19.11
475.00,30.00,9.26,47.51,8.00,0.03,19.11
475.00,7.00,9.26,47.51,8.00,0.03,19.11
475.00,55.00,9.26,47.51,8.00,0.03,19.11
475.00,60.00,9.26,47.51,8.00,0.03,19.11
475.00,37.00,9.26,47.51,8.00,0.03,19.11
475.00,45.00,9.26,47.51,8.00,0.03,19.11
475.00,36.00,9.26,47.51,8.00,0.03,19.11
475.00,57.00,9.26,47.51,8.00,0.03,19.11
475.00,8.00,9.26,47.51,8.00,0.03,19.11
475.00,42.00,9.26,47.51,8.00,0.03,19.11
475.00,5.00,9.26,47.51,8.00,0.03,19.11
475.00,6.00,66.64,541.35,19.13,0.07,30.27
475.00,65.00,9.26,47.51,8.00,0.03,19.11
475.00,66.00,9.26,47.51,8.00,0.03,19.11
475.00,64.00,9.26,47.51,8.00,0.03,19.11
475.00,68.00,9.26,47.51,8.00,0.03,19.11
475.00,58.00,9.26,47.51,8.00,0.03,19.11
475.00,63.00,9.26,47.51,8.00,0.03,19.11
475.00,15.00,9.26,47.51,8.00,0.03,19.11
475.00,61.00,9.26,47.51,8.00,0.03,19.11
475.00,56.00,9.26,47.51,8.00,0.03,19.11
475.00,62.00,9.26,47.51,8.00,0.03,19.11
475.00,20.00,9.26,47.51,8.00,0.03,19.11
475.00,19.00,9.26,47.51,8.00,0.03,19.11
475.00,17.00,9.26,47.51,8.00,0.03,19.11
475.00,27.00,9.26,47.51,8.00,0.03,19.11
475.00,0.00,151.80,1302.39,24.60,0.12,97.89
475.00,73.00,9.26,47.51,8.00,0.03,19.11
