# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
7.00,4.00,12.96,101.08,17.20,0.02,28.31
7.00,6.00,3.70,18.51,10.00,0.01,21.11
7.00,8.00,11.11,71.73,17.00,0.01,28.11
7.00,9.00,3.70,18.51,10.00,0.01,21.11
7.00,0.00,7.40,68.96,15.50,0.01,26.61
7.00,3.00,12.96,104.90,17.00,0.02,28.11
7.00,2.00,3.70,24.07,14.00,0.01,25.11
7.00,1.00,8.79,74.51,17.00,0.01,28.11
7.00,7.00,24.07,198.58,18.36,0.03,29.48
7.00,5.00,5.55,41.65,15.00,0.01,26.11
7.00,12.00,3.70,20.36,12.00,0.01,23.11
7.00,23.00,3.70,22.21,12.00,0.01,23.11
7.00,31.00,3.70,24.07,14.00,0.01,25.11
7.00,27.00,3.70,24.07,14.00,0.01,25.11
7.00,21.00,3.70,20.36,12.00,0.01,23.11
7.00,13.00,3.70,24.07,14.00,0.01,25.11
7.00,10.00,3.70,24.07,14.00,0.01,25.11
7.00,35.00,3.70,20.36,12.00,0.01,23.11
7.00,33.00,3.70,20.36,12.00,0.01,23.11
7.00,15.00,9.26,68.49,15.33,0.02,26.45
7.00,24.00,3.70,24.07,14.00,0.01,25.11
7.00,22.00,3.70,18.51,10.00,0.01,21.11
7.00,29.00,9.26,82.19,15.60,0.01,26.71
7.00,14.00,3.70,20.36,12.00,0.01,23.11
7.00,18.00,3.70,24.07,14.00,0.01,25.11
7.00,34.00,11.11,69.88,17.00,0.01,28.11
7.00,16.00,14.81,104.41,16.40,0.02,27.51
7.00,36.00,11.11,99.96,16.80,0.02,27.91
7.00,26.00,7.40,68.96,15.50,0.01,26.61
7.00,32.00,8.79,74.51,17.00,0.01,28.11
7.00,37.00,14.81,86.27,17.20,0.01,28.31
7.00,17.00,14.81,103.67,16.33,0.02,27.45
7.00,11.00,11.11,87.47,16.50,0.02,27.61
7.00,25.00,14.81,95.89,16.80,0.02,27.91
7.00,38.00,24.07,198.58,18.36,0.03,29.48
7.00,20.00,31.47,238.09,18.92,0.03,30.04
7.00,30.00,40.73,292.03,19.12,0.03,30.25
7.00,19.00,44.43,315.68,19.41,0.03,30.54
7.00,28.00,25.92,193.20,18.18,0.02,29.30
7.00,69.00,3.70,22.21,14.00,0.01,25.11
7.00,59.00,7.40,43.50,12.00,0.01,23.11
7.00,66.00,3.70,24.07,14.00,0.01,25.11
7.00,46.00,3.70,18.51,10.00,0.01,21.11
7.00,68.00,9.26,66.64,19.33,0.01,30.45
7.00,47.00,3.70,24.07,14.00,0.01,25.11
7.00,41.00,5.55,38.88,15.00,0.02,26.11
7.00,50.00,3.70,20.36,12.00,0.01,23.11
7.00,51.00,3.70,24.07,14.00,0.01,25.11
7.00,48.00,3.70,20.36,12.00,0.01,23.11
7.00,56.00,3.70,20.36,12.00,0.01,23.11
7.00,39.00,12.96,68.96,14.00,0.03,25.11
7.00,62.00,3.70,20.36,12.00,0.01,23.11
7.00,55.00,12.96,84.78,16.80,0.02,27.91
7.00,45.00,5.55,42.58,15.00,0.02,26.11
7.00,44.00,7.40,43.50,12.00,0.01,23.11
7.00,54.00,11.11,78.21,16.50,0.02,27.61
7.00,49.00,11.11,99.96,16.80,0.02,27.91
7.00,43.00,7.40,43.50,12.00,0.01,23.11
7.00,61.00,14.81,86.27,17.20,0.01,28.31
7.00,64.00,11.11,68.49,21.33,0.01,32.45
7.00,42.00,9.26,68.49,15.33,0.02,26.45
7.00,67.00,25.92,178.45,18.00,0.02,29.12
7.00,63.00,12.96,101.08,17.20,0.02,28.31
7.00,53.00,12.96,104.90,17.00,0.02,28.11
7.00,52.00,12.96,104.90,17.00,0.02,28.11
7.00,40.00,38.88,279.04,19.20,0.03,30.32
7.00,57.00,40.73,314.16,19.29,0.03,30.42
7.00,60.00,38.88,279.04,19.20,0.03,30.32
7.00,58.00,51.83,361.86,20.21,0.04,31.34
7.00,65.00,53.68,371.02,19.89,0.04,31.02
7.00,70.00,3.70,24.07,14.00,0.01,25.11
7.00,71.00,3.70,22.21,12.00,0.01,23.11
7.00,72.00,14.81,95.89,16.80,0.02,27.91
7.00,80.00,3.70,22.21,12.00,0.01,23.11
7.00,82.00,3.70,22.21,12.00,0.01,23.11
7.00,78.00,3.70,24.07,14.00,0.01,25.11
7.00,86.00,3.70,22.21,12.00,0.01,23.11
7.00,79.00,3.70,18.51,10.00,0.01,21.11
7.00,76.00,3.70,24.07,14.00,0.01,25.11
7.00,77.00,3.70,24.07,14.00,0.01,25.11
7.00,74.00,9.26,64.79,16.50,0.01,27.61
7.00,73.00,5.55,35.17,15.00,0.01,26.11
7.00,87.00,3.70,20.36,12.00,0.01,23.11
7.00,75.00,8.79,74.51,17.00,0.01,28.11
7.00,84.00,11.11,87.47,16.50,0.02,27.61
7.00,83.00,16.66,116.10,17.14,0.01,28.26
7.00,85.00,38.88,272.00,18.93,0.03,30.05
7.00,88.00,9.26,64.79,16.50,0.01,27.61
7.00,81.00,9.26,82.19,15.60,0.01,26.71
7.00,104.00,3.70,24.07,14.00,0.01,25.11
7.00,103.00,3.70,20.36,12.00,0.01,23.11
7.00,99.00,3.70,22.21,12.00,0.01,23.11
7.00,97.00,3.70,24.07,14.00,0.01,25.11
7.00,101.00,3.70,20.36,12.00,0.01,23.11
7.00,94.00,3.70,16.66,8.00,0.01,19.11
7.00,109.00,3.70,22.21,12.00,0.01,23.11
7.00,108.00,6.79,52.45,15.33,0.01,26.45
7.00,102.00,3.70,20.36,12.00,0.01,23.11
7.00,90.00,3.70,24.07,14.00,0.01,25.11
7.00,95.00,3.70,22.21,12.00,0.01,23.11
7.00,100.00,3.70,22.21,14.00,0.01,25.11
7.00,107.00,3.70,18.51,10.00,0.01,21.11
7.00,91.00,9.26,82.19,15.60,0.01,26.71
7.00,93.00,5.55,38.88,14.00,0.01,25.11
7.00,110.00,7.40,41.65,15.00,0.01,26.11
7.00,92.00,9.26,82.19,15.60,0.01,26.71
7.00,89.00,40.73,314.16,19.29,0.03,30.42
7.00,96.00,29.62,199.76,18.55,0.02,29.66
7.00,98.00,57.39,444.38,23.20,0.04,34.32
7.00,122.00,3.70,16.66,8.00,0.01,19.11
7.00,113.00,3.70,24.07,14.00,0.01,25.11
7.00,112.00,5.55,35.17,15.00,0.01,26.11
7.00,117.00,3.70,22.21,12.00,0.01,23.11
7.00,119.00,3.70,24.07,14.00,0.01,25.11
7.00,129.00,3.70,20.36,12.00,0.01,23.11
7.00,127.00,3.70,18.51,12.00,0.02,23.11
7.00,128.00,3.70,24.07,14.00,0.01,25.11
7.00,121.00,3.70,20.36,12.00,0.01,23.11
7.00,106.00,3.70,22.21,12.00,0.01,23.11
7.00,114.00,3.70,24.07,14.00,0.01,25.11
7.00,115.00,9.26,82.19,15.60,0.01,26.71
7.00,120.00,14.81,97.37,16.00,0.02,27.11
7.00,116.00,14.81,86.27,17.20,0.01,28.31
7.00,126.00,12.96,101.51,17.00,0.02,28.11
7.00,124.00,37.02,228.98,18.00,0.02,29.12
7.00,118.00,40.73,322.32,19.76,0.03,30.89
7.00,125.00,38.88,272.00,18.93,0.03,30.05
7.00,105.00,46.28,371.80,20.53,0.04,31.66
7.00,123.00,57.39,470.69,21.48,0.04,32.60
7.00,111.00,51.83,400.83,21.16,0.04,32.29
7.00,132.00,3.70,22.21,12.00,0.01,23.11
7.00,135.00,3.70,24.07,14.00,0.01,25.11
