# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,14.00,19.92,163.18,26.55,0.08,40.00
1.00,0.00,19.23,168.05,26.79,0.08,40.20
1.00,13.00,19.23,176.67,28.00,0.08,41.44
1.00,10.00,19.92,184.13,28.55,0.06,41.76
1.00,9.00,18.55,172.29,28.15,0.06,41.39
1.00,7.00,19.23,159.62,25.21,0.07,38.61
1.00,2.00,15.80,167.55,30.17,0.06,43.34
1.00,12.00,19.23,180.89,27.50,0.08,40.96
1.00,8.00,17.42,164.87,26.88,0.07,40.24
1.00,1.00,17.86,171.46,28.15,0.07,41.56
1.00,6.00,20.61,176.15,24.33,0.09,37.81
1.00,25.00,17.86,161.85,28.62,0.06,41.92
1.00,21.00,20.61,198.32,28.40,0.07,41.80
1.00,11.00,21.29,177.76,25.68,0.07,39.03
1.00,5.00,18.55,173.62,27.41,0.09,40.87
1.00,16.00,17.86,142.52,23.23,0.08,36.70
1.00,3.00,18.55,157.47,25.56,0.07,38.93
1.00,20.00,19.92,172.52,25.52,0.08,38.94
1.00,4.00,20.41,159.24,24.43,0.10,37.92
1.00,17.00,16.49,129.93,24.83,0.06,38.07
1.00,29.00,17.86,155.56,26.31,0.07,39.72
1.00,32.00,17.86,166.98,28.31,0.06,41.61
1.00,31.00,19.23,166.97,26.57,0.08,40.00
1.00,19.00,21.98,183.29,26.56,0.09,40.04
1.00,24.00,17.86,156.09,26.38,0.07,39.73
1.00,28.00,19.23,177.59,26.14,0.07,39.53
1.00,15.00,18.55,151.28,26.07,0.07,39.40
1.00,23.00,19.23,173.10,28.07,0.08,41.49
1.00,22.00,18.55,159.57,26.67,0.08,40.12
1.00,18.00,21.29,195.70,27.42,0.07,40.76
1.00,26.00,23.66,183.99,22.64,0.16,36.14
1.00,30.00,18.55,161.05,26.44,0.07,39.81
1.00,47.00,17.86,150.88,26.23,0.07,39.63
1.00,37.00,17.17,156.63,25.84,0.06,39.16
1.00,35.00,17.86,153.14,25.46,0.09,38.95
1.00,48.00,19.23,160.54,24.43,0.09,37.90
1.00,49.00,20.61,177.51,25.93,0.09,39.42
1.00,36.00,19.92,172.12,23.93,0.09,37.40
1.00,33.00,20.61,186.24,27.93,0.08,41.38
1.00,34.00,19.92,171.12,26.62,0.07,39.93
1.00,27.00,19.23,175.66,27.64,0.08,41.08
1.00,38.00,19.23,175.21,26.50,0.10,39.99
1.00,51.00,17.17,165.01,25.52,0.08,38.95
1.00,53.00,17.86,169.51,28.31,0.07,41.68
1.00,54.00,19.23,165.00,27.29,0.07,40.61
1.00,46.00,18.55,175.61,28.00,0.07,41.33
1.00,43.00,21.29,180.91,25.16,0.08,38.57
1.00,39.00,20.61,184.86,26.67,0.08,40.11
1.00,40.00,19.23,165.52,25.00,0.08,38.46
1.00,42.00,19.23,168.00,25.93,0.07,39.31
1.00,44.00,16.49,137.70,25.75,0.07,39.12
1.00,41.00,19.92,172.95,26.41,0.09,39.90
1.00,45.00,18.55,160.58,26.07,0.07,39.38
1.00,58.00,15.80,139.10,25.13,0.06,38.37
1.00,66.00,18.55,154.36,26.37,0.06,39.62
1.00,55.00,18.55,161.69,26.44,0.08,39.87
1.00,60.00,19.60,178.60,25.29,0.09,38.76
1.00,52.00,21.29,193.08,27.87,0.07,41.23
1.00,62.00,16.49,144.97,26.83,0.06,40.04
1.00,50.00,17.86,161.46,27.92,0.06,41.08
1.00,72.00,17.86,159.10,25.69,0.08,39.12
1.00,75.00,19.23,159.15,25.43,0.06,38.68
1.00,74.00,20.16,180.05,27.17,0.07,40.57
1.00,65.00,22.36,202.33,23.10,0.14,36.59
1.00,71.00,17.86,152.16,25.85,0.06,39.14
1.00,63.00,19.23,175.20,27.36,0.07,40.75
1.00,67.00,20.61,177.44,26.27,0.07,39.64
1.00,59.00,21.29,190.68,23.81,0.11,37.30
1.00,69.00,17.17,155.84,25.04,0.08,38.47
1.00,57.00,19.23,153.95,25.14,0.07,38.47
1.00,61.00,18.55,161.63,27.48,0.06,40.78
1.00,56.00,19.23,176.55,27.79,0.07,41.19
1.00,80.00,16.52,139.84,26.09,0.08,39.53
1.00,82.00,17.86,156.17,27.00,0.07,40.39
1.00,79.00,17.17,148.87,25.60,0.08,39.06
1.00,70.00,19.92,169.99,24.76,0.08,38.22
1.00,64.00,18.81,170.63,26.52,0.08,39.94
1.00,76.00,19.92,193.09,27.38,0.08,40.80
1.00,73.00,19.92,180.12,27.72,0.08,41.14
1.00,77.00,20.61,174.22,27.67,0.07,41.00
1.00,68.00,17.86,175.61,30.54,0.06,43.84
1.00,85.00,16.49,140.29,25.67,0.06,38.98
1.00,86.00,15.11,131.09,25.55,0.06,38.81
1.00,92.00,18.55,164.79,25.04,0.08,38.49
1.00,89.00,18.61,159.60,27.23,0.07,40.61
1.00,91.00,18.55,173.84,25.70,0.08,39.15
