# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
2.00,28.00,4.70,33.46,17.60,0.04,29.00
2.00,26.00,4.70,36.66,17.60,0.05,35.70
2.00,44.00,8.73,53.84,24.57,0.05,37.44
2.00,64.00,7.52,50.87,20.50,0.05,41.44
2.00,69.00,7.52,54.40,21.50,0.06,33.85
2.00,37.00,8.46,52.95,17.33,0.06,29.61
2.00,10.00,3.76,29.61,22.00,0.04,33.41
2.00,35.00,17.86,121.20,19.47,0.19,39.04
2.00,63.00,15.04,116.40,23.00,0.12,38.40
2.00,32.00,28.20,223.52,23.47,0.25,39.77
2.00,67.00,7.33,42.11,18.40,0.07,30.85
2.00,78.00,6.58,38.54,14.29,0.08,27.56
2.00,77.00,5.26,37.03,22.40,0.03,33.64
2.00,97.00,7.52,60.03,24.50,0.08,37.55
2.00,71.00,5.64,44.02,22.00,0.06,34.81
2.00,72.00,17.86,124.29,23.26,0.12,38.42
2.00,87.00,34.02,265.25,21.94,0.49,38.17
2.00,7.00,32.90,263.17,22.40,0.34,38.60
2.00,80.00,20.68,154.80,23.18,0.16,39.44
2.00,19.00,37.60,315.64,22.65,0.52,38.88
2.00,82.00,38.54,297.97,23.17,0.32,39.48
2.00,93.00,29.14,232.21,22.19,0.30,38.55
2.00,49.00,41.35,367.03,22.23,0.57,38.46
2.00,46.00,39.47,335.15,25.71,0.35,41.91
2.00,83.00,27.26,221.76,25.10,0.22,44.79
2.00,45.00,40.41,375.22,27.40,0.39,43.56
2.00,3.00,38.54,367.70,27.66,0.41,43.83
2.00,14.00,39.47,380.93,25.76,0.44,41.96
2.00,12.00,33.92,283.78,26.11,0.34,42.31
2.00,18.00,39.47,354.25,28.19,0.31,44.56
2.00,91.00,27.26,204.12,23.93,0.19,42.50
2.00,50.00,41.35,396.29,26.64,0.47,42.87
2.00,58.00,48.37,447.38,28.79,0.49,45.02
2.00,54.00,45.66,437.92,25.04,0.58,41.28
2.00,36.00,32.69,248.80,25.12,0.34,41.33
2.00,27.00,45.11,421.69,25.08,0.60,41.32
