method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.847272727272727, 1.0, 0.5909090909090909, 214.64, 246.0, 166.0
emulator, 1.1, 1.0, 1.0, 1.0, 195.0, 195.0, 195.0
