method, generation, power, ar
surrogate, 1, 199.0, 1.0
surrogate, 1, 190.0, 0.9545454545454546
surrogate, 1, 182.0, 0.9090909090909091
surrogate, 1, 166.0, 0.8636363636363636
emulator, 1.1, 195.0, 1.0
