method, generation, power, ar
surrogate, 1, 189.0, 1.0
surrogate, 1, 173.0, 0.95
surrogate, 1, 173.0, 0.95
surrogate, 1, 157.0, 0.85
surrogate, 1, 149.0, 0.8
surrogate, 1, 149.0, 0.8
surrogate, 1, 124.0, 0.75
emulator, 1.1, 192.0, 1.0
