# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,94.00,2.35,18.33,17.60,0.02,28.69
1.00,0.00,3.13,21.23,20.00,0.02,31.07
1.00,19.00,1.88,12.22,21.33,0.02,32.43
1.00,87.00,3.76,26.69,18.40,0.04,32.40
1.00,9.00,3.29,20.81,20.00,0.02,31.07
1.00,84.00,2.23,15.16,19.00,0.02,30.14
1.00,29.00,4.23,28.14,20.00,0.04,31.40
1.00,78.00,3.45,23.73,23.33,0.04,34.66
1.00,22.00,8.93,68.51,24.32,0.08,37.45
1.00,43.00,8.93,63.95,22.95,0.06,42.04
1.00,90.00,9.50,69.30,23.50,0.08,36.20
1.00,76.00,8.93,58.74,19.58,0.06,35.11
1.00,81.00,8.93,63.49,22.74,0.10,37.09
1.00,32.00,9.40,75.39,25.20,0.07,37.83
1.00,85.00,11.03,75.28,19.24,0.14,35.74
1.00,11.00,10.47,76.42,24.70,0.07,36.96
1.00,6.00,9.87,74.85,20.95,0.11,35.91
1.00,83.00,9.87,69.93,22.86,0.08,35.83
1.00,60.00,9.40,70.88,24.40,0.06,36.61
1.00,2.00,8.93,66.89,25.26,0.07,37.72
1.00,58.00,10.34,78.97,23.91,0.08,37.19
1.00,50.00,9.40,70.56,24.50,0.07,36.99
1.00,44.00,20.03,116.14,18.90,0.31,35.16
1.00,72.00,13.16,116.54,29.14,0.08,41.95
1.00,25.00,14.10,107.37,20.60,0.16,37.24
1.00,54.00,17.47,142.74,22.53,0.17,39.34
1.00,14.00,15.51,134.18,26.36,0.15,42.67
1.00,59.00,1.41,10.03,17.33,0.01,28.48
1.00,67.00,2.82,18.64,19.33,0.02,30.43
1.00,97.00,22.56,202.66,27.62,0.22,48.39
