# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
8.00,0.00,0.94,3.76,8.00,0.01,19.11
8.00,16.00,0.94,5.64,12.00,0.01,23.11
8.00,15.00,0.94,5.64,12.00,0.01,23.11
8.00,9.00,0.94,5.17,12.00,0.01,23.11
8.00,3.00,0.94,4.70,10.00,0.01,21.11
8.00,14.00,0.94,7.99,12.00,0.01,23.11
8.00,2.00,0.94,5.17,12.00,0.01,23.11
8.00,18.00,0.94,4.70,10.00,0.01,21.11
8.00,7.00,0.94,5.64,12.00,0.01,23.11
8.00,8.00,0.94,5.64,12.00,0.01,23.11
8.00,10.00,0.94,5.64,12.00,0.01,23.11
8.00,19.00,5.64,36.01,17.25,0.01,28.36
8.00,5.00,11.75,88.32,23.87,0.03,34.98
8.00,22.00,0.94,5.64,12.00,0.01,23.11
8.00,13.00,0.94,5.64,12.00,0.01,23.11
8.00,6.00,0.94,3.76,8.00,0.01,19.11
8.00,1.00,0.94,5.17,12.00,0.01,23.11
8.00,52.00,0.94,5.64,12.00,0.01,23.11
8.00,26.00,4.64,37.42,17.25,0.02,28.36
8.00,21.00,7.99,60.11,22.00,0.02,33.11
8.00,4.00,7.05,56.73,20.36,0.02,31.48
8.00,65.00,0.94,5.17,12.00,0.01,23.11
8.00,37.00,0.94,5.17,12.00,0.01,23.11
8.00,25.00,0.94,5.17,12.00,0.01,23.11
8.00,56.00,1.41,9.63,13.00,0.01,24.11
8.00,53.00,0.94,4.70,10.00,0.01,21.11
8.00,54.00,0.94,5.64,12.00,0.01,23.11
8.00,24.00,0.94,3.76,8.00,0.01,19.11
8.00,12.00,0.94,5.64,12.00,0.01,23.11
8.00,63.00,0.94,5.17,12.00,0.01,23.11
8.00,11.00,0.94,5.64,12.00,0.01,23.11
8.00,62.00,0.94,5.64,12.00,0.01,23.11
8.00,40.00,0.94,5.17,12.00,0.01,23.11
8.00,29.00,0.94,5.17,12.00,0.01,23.11
8.00,35.00,0.94,5.64,12.00,0.01,23.11
8.00,64.00,4.57,32.69,17.43,0.02,28.54
8.00,17.00,2.35,20.87,15.20,0.01,26.31
8.00,23.00,6.58,56.01,20.36,0.02,31.48
8.00,55.00,8.46,58.78,19.83,0.02,30.95
8.00,27.00,4.64,37.42,17.25,0.02,28.36
8.00,57.00,0.94,5.17,12.00,0.01,23.11
8.00,28.00,7.52,61.84,20.33,0.02,31.45
8.00,20.00,14.10,106.68,24.00,0.03,35.11
8.00,31.00,0.94,5.64,12.00,0.01,23.11
8.00,68.00,0.94,5.64,12.00,0.01,23.11
8.00,42.00,0.94,5.17,12.00,0.01,23.11
8.00,60.00,0.94,5.17,12.00,0.01,23.11
8.00,47.00,0.94,5.64,12.00,0.01,23.11
8.00,46.00,1.41,9.63,13.00,0.01,24.11
8.00,34.00,0.94,5.64,12.00,0.01,23.11
8.00,32.00,0.94,5.64,12.00,0.01,23.11
8.00,44.00,0.94,5.17,12.00,0.01,23.11
8.00,36.00,0.94,5.64,12.00,0.01,23.11
8.00,51.00,0.94,5.64,12.00,0.01,23.11
8.00,39.00,0.94,4.23,8.00,0.01,19.11
8.00,33.00,0.94,5.17,12.00,0.01,23.11
8.00,30.00,0.94,5.64,12.00,0.01,23.11
8.00,58.00,0.94,5.64,12.00,0.01,23.11
8.00,38.00,0.94,7.99,12.00,0.01,23.11
8.00,49.00,6.11,52.35,21.00,0.02,32.11
8.00,61.00,5.17,35.60,17.25,0.02,28.36
8.00,41.00,7.52,61.84,20.33,0.02,31.45
8.00,73.00,0.94,5.17,12.00,0.01,23.11
8.00,82.00,0.94,5.64,12.00,0.01,23.11
8.00,84.00,0.94,5.17,12.00,0.01,23.11
8.00,76.00,0.94,5.64,12.00,0.01,23.11
8.00,78.00,0.94,4.23,8.00,0.01,19.11
8.00,70.00,0.94,5.17,12.00,0.01,23.11
8.00,71.00,0.94,5.64,12.00,0.01,23.11
8.00,79.00,0.94,5.17,12.00,0.01,23.11
8.00,87.00,0.94,5.17,12.00,0.01,23.11
8.00,86.00,0.94,7.99,12.00,0.01,23.11
8.00,72.00,0.94,4.70,10.00,0.01,21.11
8.00,48.00,0.94,5.64,12.00,0.01,23.11
8.00,75.00,2.35,14.88,12.67,0.01,23.78
8.00,69.00,0.94,5.17,12.00,0.01,23.11
8.00,81.00,0.94,5.64,12.00,0.01,23.11
8.00,74.00,0.94,4.23,8.00,0.01,19.11
8.00,45.00,0.94,5.64,12.00,0.01,23.11
8.00,77.00,0.94,5.17,12.00,0.01,23.11
8.00,80.00,3.68,26.71,16.33,0.01,27.45
8.00,50.00,3.29,27.49,16.33,0.01,27.45
8.00,85.00,3.29,25.85,16.33,0.02,27.45
8.00,83.00,7.05,56.73,20.36,0.02,31.48
8.00,43.00,6.58,54.98,20.18,0.02,31.29
8.00,67.00,6.45,54.68,20.36,0.02,31.48
8.00,59.00,13.31,102.89,24.22,0.03,35.33
8.00,90.00,0.94,5.64,12.00,0.01,23.11
8.00,91.00,0.94,7.99,12.00,0.01,23.11
8.00,89.00,0.94,5.64,12.00,0.01,23.11
8.00,95.00,2.35,20.87,15.20,0.01,26.31
8.00,94.00,4.70,34.60,17.25,0.01,28.36
8.00,93.00,3.76,34.95,17.25,0.02,28.36
8.00,66.00,11.28,87.79,21.88,0.03,32.99
8.00,96.00,0.94,6.11,14.00,0.01,25.11
8.00,99.00,0.94,5.64,12.00,0.01,23.11
8.00,100.00,0.94,5.17,12.00,0.01,23.11
8.00,92.00,6.11,55.50,20.18,0.02,31.29
8.00,101.00,6.88,55.07,20.36,0.02,31.48
8.00,98.00,6.11,52.12,20.60,0.02,31.71
8.00,97.00,11.28,85.88,22.00,0.03,33.11
8.00,103.00,0.94,4.23,8.00,0.01,19.11
8.00,105.00,0.94,5.64,12.00,0.01,23.11
8.00,104.00,0.94,5.64,12.00,0.01,23.11
8.00,102.00,6.58,49.06,19.20,0.02,30.31
8.00,88.00,15.51,129.48,25.52,0.04,36.64
8.00,118.00,0.94,5.17,10.00,0.01,21.11
8.00,113.00,1.41,9.63,13.00,0.01,24.11
8.00,116.00,0.94,5.17,12.00,0.01,23.11
8.00,109.00,0.94,5.64,12.00,0.01,23.11
8.00,114.00,0.94,5.17,12.00,0.01,23.11
8.00,106.00,0.94,4.70,10.00,0.01,21.11
8.00,111.00,7.99,55.79,21.27,0.02,32.38
8.00,108.00,5.17,35.60,17.25,0.02,28.36
8.00,127.00,0.94,3.76,8.00,0.01,19.11
8.00,129.00,0.94,4.23,8.00,0.01,19.11
8.00,120.00,1.41,7.52,20.00,0.01,31.11
8.00,123.00,0.94,5.64,12.00,0.01,23.11
8.00,126.00,0.94,3.76,8.00,0.01,19.11
8.00,130.00,0.94,5.64,12.00,0.01,23.11
8.00,121.00,0.94,5.17,10.00,0.01,21.11
8.00,119.00,0.94,5.64,12.00,0.01,23.11
8.00,122.00,0.94,5.64,12.00,0.01,23.11
8.00,131.00,0.94,5.64,12.00,0.01,23.11
8.00,117.00,0.94,5.17,12.00,0.01,23.11
