generation,avg_ar,max_ar,min_ar,avg_latency,max_latency,min_latency
1,0.643125,0.84375,0.375,1873.8250048021282,2520.79154901712,1131.8989952272773
2,0.611875,0.84375,0.40625,1775.097127498516,2439.1186712545705,1188.0667050399675
3,0.575625,0.75,0.40625,1662.2370202252146,2172.4468162444427,1145.0071547795642
4,0.54625,0.71875,0.34375,1572.1262010401551,2116.8449015654933,910.5918598511187
5,0.5053125,0.71875,0.28125,1444.0453135845883,2161.4027523198197,850.197610445084
6,0.48875,0.65625,0.28125,1386.9908353335704,1821.1678777557063,805.2873132604312
7,0.4509375,0.65625,0.28125,1279.8815823967757,1883.5954240775122,802.8907636955421
8,0.4309375,0.625,0.25,1225.5255891988777,1818.92933785921,725.3110595012829
9,0.40625,0.5625,0.1875,1145.2037712248339,1625.4756881884873,480.2175103780485
10,0.373125,0.71875,0.1875,1050.6272812406717,2105.4937537795154,480.2175103780485
11,0.3653125,0.59375,0.1875,1021.0629836652041,1663.7726018047053,482.2061700833376
12,0.3375,0.59375,0.15625,931.4266383293001,1799.4334907024388,451.67281831819304
13,0.3225,0.53125,0.1875,888.0610585990195,1536.273169349522,474.0755653195412
14,0.319375,0.46875,0.1875,870.7694986088727,1396.4543793148105,474.0755653195412
15,0.3140625,0.5,0.15625,844.956662028936,1409.8356916610865,382.4373701659451
16,0.2946875,0.46875,0.15625,788.3452630881683,1343.818349285127,367.2230664663055
17,0.2740625,0.4375,0.15625,718.1711148365229,1212.2385695354633,367.2230664663055
18,0.2671875,0.4375,0.125,696.0655540458417,1242.6188875372518,302.12599291778224
19,0.2471875,0.4375,0.125,639.6918816198313,1082.8085952647157,293.88847194286177
20,0.23375,0.40625,0.125,602.8846757482696,1147.640920805854,284.77436785148336
21,0.22125,0.40625,0.125,565.8916614634063,1195.9470013608918,275.4708980023804
22,0.21375,0.34375,0.0625,546.3423000260146,961.2040309889766,139.6550111254483
23,0.2090625,0.375,0.0625,537.9990350290495,1055.9172103482858,139.6550111254483
24,0.204375,0.375,0.09375,522.6779792380689,990.4538022481885,199.97060448070735
25,0.1884375,0.3125,0.0625,478.2246339001002,838.1148468183026,127.90608107451351
26,0.170625,0.3125,0.03125,432.3034252494422,913.987979127716,85.46841251475833
27,0.1634375,0.28125,0.0625,417.73492624795733,811.0852706340406,125.31398842867594
28,0.1534375,0.28125,0.09375,397.35158715443146,779.1353820497667,199.97060448070735
29,0.15375,0.28125,0.0625,392.28925841177517,791.7947282114826,141.67968074310346
30,0.1521875,0.3125,0.0625,382.77081141595454,848.8255822475631,130.09647318247096
31,0.1459375,0.28125,0.03125,362.4315289031358,775.4491482951565,71.36430873692981
32,0.1334375,0.25,0.0625,332.15555514495054,664.3149461977058,133.1144010083161
33,0.128125,0.28125,0.03125,319.3896650791063,748.79588642902,67.79585935851449
34,0.12125,0.25,0.03125,302.2854947129479,674.9858709557009,86.50208366576405
35,0.115,0.21875,0.0,286.4445807551724,568.5491163974117,0.0
36,0.0975,0.21875,0.0,245.24211356792887,643.2391666076594,0.0
37,0.09125,0.1875,0.0,229.11804584578957,494.93364544202046,0.0
38,0.08,0.1875,0.0,201.398673697581,531.7084509114773,0.0
39,0.068125,0.1875,0.0,170.4869773004792,466.37103040497493,0.0
40,0.068125,0.1875,0.0,171.42658752234837,484.7727914802387,0.0
41,0.066875,0.25,0.0,167.33765585614273,645.003238617071,0.0
42,0.0640625,0.1875,0.0,161.56228410208095,566.3146325871849,0.0
43,0.0534375,0.15625,0.0,127.12821991021832,444.5309386422496,0.0
44,0.0571875,0.15625,0.0,135.76964957090718,400.7358172213659,0.0
45,0.055,0.125,0.0,133.23145124616872,356.77462999876053,0.0
46,0.0490625,0.15625,0.0,112.43757533563551,469.143201126799,0.0
47,0.0528125,0.125,0.0,119.73258972298184,317.89338577008976,0.0
48,0.04625,0.125,0.0,101.32900995125745,391.86045228178915,0.0
49,0.048125,0.125,0.0,107.87275193142304,347.9886537474023,0.0
50,0.0503125,0.125,0.0,113.89161587701257,321.88914278860796,0.0
51,0.0515625,0.125,0.0,118.25694009398772,343.3257396869762,0.0
52,0.0503125,0.125,0.0,110.76979598588228,346.3024100504821,0.0
53,0.0465625,0.125,0.03125,100.16235686942822,311.9591769888373,56.16770981269003
54,0.051875,0.125,0.0,112.87736257916926,347.5113102415875,0.0
55,0.05125,0.125,0.03125,111.45784925117054,319.4764574649895,56.16770981269003
56,0.0540625,0.125,0.0,117.13217885100732,336.34523054891343,0.0
57,0.0521875,0.125,0.0,113.33639288451272,358.10654480195456,0.0
58,0.054375,0.125,0.03125,118.94093175841682,354.70734900135244,56.16770981269003
59,0.059375,0.125,0.03125,130.5377027514941,345.9672839427947,56.16770981269003
60,0.0596875,0.125,0.0,128.8583113532866,340.2847446264327,0.0
61,0.0571875,0.1875,0.0,126.50497155264442,479.6710305507028,0.0
62,0.0571875,0.15625,0.0,130.62049742855226,458.56389359068726,0.0
