generation,avg_ar,max_ar,min_ar,avg_latency,max_latency,min_latency
1,0.64,0.875,0.46875,1256.511559347374,1709.858917551898,925.6959745175474
2,0.591875,0.84375,0.40625,1154.1054369855783,1617.4809418607024,765.2645132452203
3,0.56875,0.78125,0.34375,1098.6724285993544,1588.906710857123,660.5389262031931
4,0.546875,0.8125,0.3125,1054.689169711592,1606.755778921212,652.2567421863623
5,0.5134375,0.71875,0.3125,979.9511574916088,1422.8035750977288,585.6142835266569
6,0.4878125,0.65625,0.21875,925.7829571745384,1283.3690237698236,442.6531673180478
7,0.4625,0.71875,0.21875,873.9008479303511,1398.3062092075486,442.6531673180478
8,0.4490625,0.625,0.21875,845.4190898477776,1200.0641666655965,454.1155251855221
9,0.411875,0.5625,0.21875,771.763812658159,1165.3277913337658,428.6594523622508
10,0.3984375,0.59375,0.21875,738.6195638747964,1151.1253879153037,428.6594523622508
11,0.375625,0.5625,0.1875,693.7497717930594,1056.410287755248,353.3537991234668
12,0.3459375,0.5625,0.1875,634.9470909633771,1101.769007735396,351.32829594356065
13,0.334375,0.59375,0.1875,613.081036631478,1081.298632705645,334.19804464632523
14,0.3134375,0.5,0.1875,572.0023682714373,951.4347333771888,280.73933017196794
15,0.2946875,0.46875,0.1875,532.7713179986335,902.4004437478021,280.73933017196794
16,0.2834375,0.4375,0.15625,507.3670048565116,835.4215231039595,280.73933017196794
17,0.2559375,0.40625,0.125,453.04577882181735,752.808648378566,196.28599702774756
18,0.2384375,0.4375,0.09375,418.50361967812046,805.8087854127867,140.90962592751168
19,0.2253125,0.40625,0.09375,392.97872888847786,713.0967190437552,130.16262829998354
20,0.2125,0.40625,0.09375,367.38847464907883,716.0954360827358,130.16262829998354
21,0.1990625,0.40625,0.0625,338.68505331053643,797.4791069680485,90.85125623213897
22,0.1959375,0.375,0.0625,332.4197690438746,646.3558042323209,90.27009037767141
23,0.191875,0.375,0.09375,330.29648454034833,741.3915635770122,129.8830695784959
24,0.1865625,0.34375,0.09375,314.5787671300987,676.4728362238225,135.15665121829048
25,0.189375,0.3125,0.09375,316.32994477267164,583.6180525470363,130.87472978655595
26,0.1853125,0.375,0.09375,307.992382517684,718.7137514351847,140.78431175902745
27,0.175,0.28125,0.0625,286.08090202496214,500.0758258459582,93.27843016961137
28,0.164375,0.3125,0.09375,270.17753988371953,569.1361861299806,132.26793630218785
29,0.156875,0.28125,0.0625,257.12820032846497,506.9966971067668,99.30559477270776
30,0.1521875,0.28125,0.03125,248.40867363440978,504.34052215657067,48.14846725786665
31,0.1459375,0.3125,0.03125,241.66718920559572,575.2116488969374,39.09538723582353
32,0.1284375,0.25,0.03125,206.32564123854226,437.8362065620213,49.14785900378596
33,0.11875,0.25,0.0625,190.85141052343653,460.4992640354841,77.36384383580696
34,0.1196875,0.25,0.0,190.12168654541355,434.64946234644196,0.0
35,0.1090625,0.21875,0.03125,172.86631027397007,348.82584096231324,40.09062666229184
36,0.1021875,0.25,0.0,162.3176313189491,430.0217643015527,0.0
37,0.0909375,0.21875,0.0,146.79277646700305,402.8791823868696,0.0
38,0.0790625,0.15625,0.03125,126.71220364132222,294.90761631208284,40.076309788658826
39,0.079375,0.1875,0.0,125.58332117267642,311.4590751939096,0.0
40,0.0690625,0.1875,0.0,109.50394261146101,319.6806814895511,0.0
41,0.0653125,0.1875,0.0,107.03126919669677,354.383628479629,0.0
42,0.061875,0.25,0.0,101.56097555534615,448.3262574698646,0.0
43,0.06125,0.1875,0.0,99.67967149034499,336.9956767770488,0.0
44,0.055,0.125,0.0,90.29170742343128,275.9705624876481,0.0
45,0.05375,0.15625,0.0,88.77704630981556,258.49166521008976,0.0
46,0.0540625,0.15625,0.0,89.33410959944403,299.14807509988015,0.0
47,0.0490625,0.125,0.0,77.86104289426976,255.64072810231391,0.0
48,0.0584375,0.15625,0.0,97.3627789958582,341.07063538317664,0.0
49,0.0578125,0.15625,0.0,97.89368393977482,282.19007816887176,0.0
50,0.053125,0.125,0.0,84.62822560023766,233.46791642026926,0.0
51,0.05875,0.1875,0.0,94.9949025837832,327.11941364103114,0.0
52,0.05,0.125,0.0,76.99075972470219,213.90326294710582,0.0
53,0.0465625,0.125,0.0,69.43972239641003,212.05347461047282,0.0
54,0.0465625,0.125,0.0,69.85424159452076,249.36554028412894,0.0
55,0.0475,0.125,0.0,71.72655343910704,243.72978134390533,0.0
56,0.05125,0.125,0.0,78.08325013672435,251.9445772315657,0.0
57,0.0521875,0.125,0.0,80.47567276010862,213.51704827246542,0.0
58,0.04875,0.125,0.0,72.43058528828689,262.40239063231036,0.0
59,0.0478125,0.15625,0.0,71.35203442288469,272.29466479225766,0.0
60,0.050625,0.15625,0.0,75.58140191709712,303.4444621622696,0.0
61,0.0509375,0.125,0.0,77.28743241254041,231.2708842190756,0.0
62,0.0475,0.125,0.0,71.29585014349246,245.90462525599338,0.0
63,0.0465625,0.1875,0.0,67.41850560352381,358.142339758558,0.0
64,0.0503125,0.15625,0.03125,74.82260218861775,311.18970485438524,33.84185576355381
65,0.055625,0.125,0.03125,82.87141359179212,249.9904586687651,33.84185576355381
66,0.059375,0.125,0.03125,87.35690037360335,211.81378622291885,33.84185576355381
67,0.0584375,0.15625,0.03125,84.20258213701352,286.8689121444921,33.84185576355381
68,0.0584375,0.1875,0.03125,84.49406234124267,317.953809025694,33.84185576355381
69,0.0584375,0.15625,0.03125,83.31178763633233,261.85665257734746,33.84185576355381
70,0.066875,0.15625,0.03125,98.88832034149227,271.8838059723857,33.84185576355381
71,0.06875,0.15625,0.03125,99.9004430593959,257.8834013225823,33.84185576355381
72,0.0746875,0.15625,0.03125,109.70000909001998,282.4034476546378,33.84185576355381
73,0.0690625,0.125,0.03125,98.47061208762295,249.8487853814356,33.84185576355381
74,0.073125,0.125,0.03125,102.58918897368845,223.4938141733858,33.84185576355381
75,0.070625,0.1875,0.03125,96.65748804384236,305.0020534780595,33.84185576355381
76,0.0665625,0.15625,0.03125,91.15947626015361,262.1854571066106,33.84185576355381
77,0.0684375,0.125,0.03125,93.31299527294958,226.38097576054992,33.84185576355381
78,0.0665625,0.125,0.03125,90.6429458872778,201.84993913726143,33.84185576355381
79,0.06625,0.15625,0.03125,89.89644272904525,270.6487474292193,33.84185576355381
80,0.0675,0.125,0.03125,91.56958332019336,211.41204763632626,33.84185576355381
81,0.07,0.15625,0.03125,95.07414378406449,259.8507091153873,33.84185576355381
82,0.07,0.125,0.03125,94.34081995119557,228.24916665412974,33.84185576355381
83,0.0734375,0.15625,0.03125,99.0299955339347,277.2451915524235,33.84185576355381
