method, generation, average_ar, max_ar, min_ar, average_latency, max_latency, min_latency
surrogate, 1, 0.8393750000000001, 0.9125, 0.775, 47.8, 49.0, 46.0
surrogate, 2, 0.8731250000000002, 0.9125, 0.825, 47.75, 49.0, 46.0
surrogate, 3, 0.884375, 0.9125, 0.8625, 47.8, 49.0, 46.0
surrogate, 4, 0.89, 0.925, 0.8625, 47.7, 49.0, 46.0
surrogate, 5, 0.8937499999999998, 0.925, 0.85, 47.7, 49.0, 46.0
surrogate, 6, 0.8956250000000001, 0.9375, 0.85, 47.45, 49.0, 46.0
surrogate, 7, 0.9018749999999999, 0.9375, 0.85, 47.45, 49.0, 46.0
surrogate, 8, 0.9043749999999999, 0.9375, 0.85, 47.55, 49.0, 46.0
surrogate, 9, 0.903125, 0.9375, 0.825, 47.4, 49.0, 46.0
surrogate, 10, 0.9006250000000001, 0.9375, 0.825, 47.2, 49.0, 46.0
surrogate, 11, 0.905625, 0.9375, 0.825, 47.2, 49.0, 46.0
surrogate, 12, 0.905625, 0.9375, 0.825, 47.15, 49.0, 46.0
surrogate, 13, 0.9068750000000001, 0.9375, 0.825, 47.15, 49.0, 46.0
surrogate, 14, 0.9075, 0.9375, 0.825, 47.15, 49.0, 46.0
surrogate, 15, 0.9081250000000001, 0.9375, 0.825, 47.15, 49.0, 46.0
surrogate, 16, 0.9087499999999998, 0.9375, 0.825, 47.15, 49.0, 46.0
surrogate, 17, 0.914375, 0.9375, 0.85, 47.2, 49.0, 46.0
surrogate, 18, 0.913125, 0.9375, 0.85, 47.1, 48.0, 46.0
surrogate, 19, 0.915, 0.9375, 0.85, 47.15, 48.0, 46.0
surrogate, 20, 0.9168750000000001, 0.9375, 0.8625, 47.15, 48.0, 46.0
surrogate, 21, 0.9168750000000001, 0.9375, 0.8625, 47.15, 48.0, 46.0
surrogate, 22, 0.9193750000000002, 0.9375, 0.8625, 47.25, 48.0, 46.0
surrogate, 23, 0.9181250000000001, 0.9375, 0.8625, 47.15, 48.0, 46.0
surrogate, 24, 0.9187500000000002, 0.9375, 0.8625, 47.15, 48.0, 46.0
surrogate, 25, 0.9175000000000001, 0.9375, 0.8625, 47.05, 48.0, 46.0
surrogate, 26, 0.9181250000000002, 0.9375, 0.8625, 47.05, 48.0, 46.0
surrogate, 27, 0.9175000000000002, 0.9375, 0.8625, 47.0, 48.0, 46.0
surrogate, 28, 0.9175000000000002, 0.9375, 0.8625, 47.0, 48.0, 46.0
surrogate, 29, 0.9175000000000002, 0.9375, 0.8625, 47.0, 48.0, 46.0
surrogate, 30, 0.9175000000000002, 0.9375, 0.8625, 47.0, 48.0, 46.0
surrogate, 31, 0.9175000000000002, 0.9375, 0.8625, 47.0, 48.0, 46.0
surrogate, 32, 0.9175000000000002, 0.9375, 0.8625, 47.0, 48.0, 46.0
surrogate, 33, 0.9175000000000002, 0.9375, 0.8625, 47.0, 48.0, 46.0
surrogate, 34, 0.9175000000000002, 0.9375, 0.8625, 47.0, 48.0, 46.0
surrogate, 35, 0.9175000000000002, 0.9375, 0.8625, 47.0, 48.0, 46.0
surrogate, 36, 0.9175000000000002, 0.9375, 0.8625, 47.0, 48.0, 46.0
surrogate, 37, 0.9175000000000002, 0.9375, 0.8625, 47.0, 48.0, 46.0
surrogate, 38, 0.9175000000000002, 0.9375, 0.8625, 47.0, 48.0, 46.0
surrogate, 39, 0.9137500000000001, 0.9375, 0.85, 46.85, 48.0, 45.0
surrogate, 40, 0.915625, 0.95, 0.85, 46.9, 48.0, 45.0
