startTime,endTime,cpu,memory,median,reqps
1739380372,1739380374,0.16180289664681918,1019908096,2.933707,280.5
1739380374,1739380376,0.16587035640463513,1020071936,2.8604645,284.0
1739380376,1739380378,0.17687575387505872,1019756544,2.98268,287.5
1739380378,1739380380,0.1757157520012557,1019781120,2.8455245,291.0
1739380380,1739380382,0.16285115994993743,1020149760,2.9137335,294.0
1739380382,1739380384,0.16962002202753443,1019330560,2.887499,297.5
1739380384,1739380386,0.18242716310588236,1019301888,2.90961,300.5
1739380386,1739380388,0.1971399751801943,1019731968,2.8972005000000003,304.0
1739380388,1739380390,0.2013723048753723,1019981824,2.998823,307.5
1739380390,1739380392,0.17384529328953544,1020125184,2.810136,310.5
1739380392,1739380395,0.18001396217657206,1019920384,2.690003,315.0
1739380395,1739380397,0.180819660359656,1019801600,2.7259184999999997,319.0
1739380397,1739380399,0.1810477794310722,1020219392,2.634674,322.5
1739380399,1739380401,0.1813475568922306,1019863040,2.699083,325.5
1739380401,1739380403,0.18433957635283077,1019682816,2.7651415,329.0
1739380403,1739380405,0.19418353906787614,1019842560,2.730482,332.5
1739380405,1739380407,0.2154915972413793,1020514304,2.8824705,336.0
1739380407,1739380409,0.1816315778787404,1020194816,2.7638335,339.0
1739380409,1739380411,0.203505800031294,1020387328,2.775326,342.5
1739380411,1739380413,0.1997215784089126,1020289024,2.9717919999999998,346.0
1739380413,1739380415,0.190744938449491,1019740160,2.8542899999999998,349.0
1739380415,1739380417,0.19671375496003762,1019957248,2.9476885,352.0
1739380417,1739380419,0.195378043204264,1019977728,2.642255,356.0
1739380419,1739380421,0.20885489273269503,1018896384,2.856049,359.0
1739380421,1739380423,0.19692038200344883,1018515456,2.719969,362.5
1739380423,1739380425,0.20916865944253055,1015066624,2.868905,365.5
1739380425,1739380427,0.2289657022745098,1015271424,2.946805,369.0
1739380427,1739380429,0.22048472638497651,1015066624,2.916984,372.5
1739380429,1739380431,0.22133053170272812,1015275520,2.90044,375.5
1739380431,1739380433,0.23323240464386572,1015087104,2.880455,379.5
1739380433,1739380435,0.23769784893350063,1014927360,2.921728,382.5
1739380435,1739380437,0.23721804836129842,1015222272,2.843623,385.5
1739380437,1739380439,0.22318414013498666,1015226368,2.75433,389.0
1739380439,1739380441,0.2395981282452299,1015582720,2.781945,392.5
1739380441,1739380443,0.21216428206496155,1015300096,2.845298,396.0
1739380443,1739380445,0.2624942898541634,1014607872,2.8411555,399.0
1739380445,1739380447,0.2503990615071283,1014857728,2.914255,402.5
1739380447,1739380449,0.2405562386317276,1015595008,2.875393,405.5
1739380449,1739380451,0.251933714214073,1015021568,2.931653,409.0
1739380451,1739380453,0.2500735678795483,1015017472,2.885287,412.5
1739380453,1739380455,0.2637544140350877,1015222272,2.925604,415.5
1739380455,1739380457,0.2533660170039216,1015140352,2.93924,419.5
1739380457,1739380459,0.26077066365914786,1015275520,2.9353465,422.0
1739380459,1739380461,0.2528827372647428,1015095296,2.855439,426.0
1739380461,1739380463,0.23640387479241737,1014759424,2.8407875000000002,429.0
1739380463,1739380465,0.24997671959798995,1015037952,2.827958,432.5
1739380465,1739380467,0.30058551215686274,1015463936,2.841976,435.5
1739380467,1739380469,0.2789695679449053,1015324672,2.843591,439.0
1739380469,1739380471,0.2715673792541523,1015058432,2.831386,442.5
1739380471,1739380473,0.25843674709293213,1014988800,2.8734805,446.0
1739380473,1739380475,0.2636107712090325,1013952512,2.870189,448.5
1739380475,1739380477,0.28812055723014257,1014972416,2.8255415,453.0
1739380477,1739380479,0.24359961017268447,1014808576,2.835781,455.5
1739380479,1739380481,0.26880523554301833,1014616064,2.735532,459.0
1739380481,1739380483,0.2667725819095477,1015164928,2.792719,462.5
1739380483,1739380485,0.2573726260379132,1015074816,2.6819175,466.0
1739380485,1739380487,0.2929758726418051,1015320576,2.8247735,469.0
1739380487,1739380489,0.24945661430363864,1015181312,2.741668,472.5
1739380489,1739380491,0.25061803788946296,1015459840,2.629016,475.5
1739380491,1739380493,0.26043688257254904,1015205888,2.6978619999999998,479.0
1739380493,1739380495,0.2848932063969897,1015635968,2.737555,482.5
1739380495,1739380497,0.2551015448621554,1015578624,2.790034,486.0
1739380497,1739380499,0.27302019377945336,1015513088,2.773615,489.0
1739380499,1739380501,0.26675678248357837,1015554048,2.771354,492.5
1739380501,1739380503,0.2810085834586466,1015439360,2.773088,495.5
1739380503,1739380505,0.08024849538077403,1015308288,2.7395815,388.0
