method, generation, average_ar, max_ar, min_ar, average_latency, max_latency, min_latency
surrogate, 1, 0.0921875, 0.5, 0.0, 10525.01, 50000.0, 26.0
surrogate, 2, 0.150625, 0.5, 0.03125, 30.51, 36.0, 26.0
surrogate, 3, 0.1875, 0.59375, 0.03125, 29.78, 37.0, 26.0
surrogate, 4, 0.2484375, 0.59375, 0.0625, 30.29, 37.0, 26.0
surrogate, 5, 0.24375, 0.59375, 0.0625, 29.47, 38.0, 25.0
surrogate, 6, 0.2590625, 0.59375, 0.09375, 29.39, 37.0, 25.0
surrogate, 7, 0.321875, 0.59375, 0.09375, 30.62, 37.0, 25.0
surrogate, 8, 0.326875, 0.59375, 0.09375, 30.15, 37.0, 25.0
surrogate, 9, 0.3090625, 0.59375, 0.09375, 29.06, 36.0, 25.0
surrogate, 10, 0.3071875, 0.59375, 0.09375, 28.86, 35.0, 25.0
surrogate, 11, 0.27875, 0.59375, 0.09375, 28.01, 35.0, 25.0
surrogate, 12, 0.32875, 0.59375, 0.09375, 28.66, 35.0, 24.0
surrogate, 13, 0.44125, 0.71875, 0.09375, 30.94, 36.0, 24.0
surrogate, 14, 0.3225, 0.71875, 0.09375, 28.45, 36.0, 24.0
surrogate, 15, 0.3359375, 0.71875, 0.09375, 28.13, 36.0, 24.0
surrogate, 16, 0.375625, 0.71875, 0.09375, 28.66, 36.0, 22.0
surrogate, 17, 0.3528125, 0.71875, 0.09375, 27.89, 35.0, 22.0
surrogate, 18, 0.258125, 0.71875, 0.09375, 26.18, 35.0, 22.0
surrogate, 19, 0.200625, 0.71875, 0.09375, 24.84, 32.0, 22.0
surrogate, 20, 0.1909375, 0.71875, 0.09375, 24.51, 32.0, 22.0
surrogate, 21, 0.2040625, 0.71875, 0.09375, 24.67, 32.0, 22.0
surrogate, 22, 0.22125, 0.8125, 0.09375, 24.87, 34.0, 22.0
surrogate, 23, 0.23, 0.8125, 0.09375, 24.87, 34.0, 22.0
surrogate, 24, 0.234375, 0.8125, 0.09375, 24.58, 34.0, 22.0
surrogate, 25, 0.13875, 0.8125, 0.09375, 22.73, 34.0, 22.0
surrogate, 26, 0.1409375, 0.8125, 0.09375, 22.77, 34.0, 22.0
surrogate, 27, 0.1409375, 0.8125, 0.09375, 22.77, 34.0, 22.0
surrogate, 28, 0.13625, 0.8125, 0.09375, 22.68, 34.0, 22.0
surrogate, 29, 0.1490625, 0.8125, 0.09375, 22.89, 34.0, 22.0
surrogate, 30, 0.1875, 0.8125, 0.09375, 23.55, 34.0, 22.0
surrogate, 31, 0.2234375, 0.8125, 0.09375, 24.12, 34.0, 22.0
surrogate, 32, 0.285625, 0.8125, 0.09375, 25.17, 34.0, 22.0
surrogate, 33, 0.4028125, 0.8125, 0.09375, 27.15, 34.0, 22.0
surrogate, 34, 0.414375, 0.8125, 0.09375, 27.2, 34.0, 22.0
surrogate, 35, 0.4465625, 0.8125, 0.15625, 27.76, 34.0, 22.0
surrogate, 36, 0.37375, 0.8125, 0.15625, 26.83, 34.0, 22.0
surrogate, 37, 0.405625, 0.8125, 0.15625, 27.26, 35.0, 22.0
surrogate, 38, 0.358125, 0.84375, 0.15625, 26.27, 34.0, 22.0
surrogate, 39, 0.373125, 0.875, 0.15625, 26.12, 34.0, 22.0
surrogate, 40, 0.3059375, 0.875, 0.15625, 24.62, 34.0, 22.0
surrogate, 41, 0.2115625, 0.9375, 0.15625, 22.92, 34.0, 22.0
surrogate, 42, 0.2171875, 0.9375, 0.15625, 23.01, 34.0, 22.0
surrogate, 43, 0.2240625, 0.9375, 0.15625, 23.12, 34.0, 22.0
surrogate, 44, 0.231875, 0.9375, 0.15625, 23.24, 34.0, 22.0
surrogate, 45, 0.2253125, 0.9375, 0.15625, 23.13, 34.0, 22.0
surrogate, 46, 0.2253125, 0.9375, 0.15625, 23.13, 34.0, 22.0
surrogate, 47, 0.2253125, 0.9375, 0.15625, 23.13, 34.0, 22.0
surrogate, 48, 0.2253125, 0.9375, 0.15625, 23.13, 34.0, 22.0
