# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
207.00,26.00,0.94,5.64,12.00,0.02,23.11
207.00,14.00,1.41,10.34,14.00,0.04,25.32
207.00,31.00,0.94,5.64,12.00,0.02,23.11
207.00,11.00,0.94,5.64,12.00,0.02,23.11
207.00,5.00,0.94,5.64,12.00,0.02,23.11
207.00,10.00,0.94,5.64,12.00,0.02,23.11
207.00,15.00,0.94,5.64,12.00,0.02,23.11
207.00,24.00,0.94,5.64,12.00,0.02,23.11
207.00,9.00,0.94,5.64,12.00,0.02,23.11
207.00,17.00,0.94,5.64,12.00,0.02,23.11
207.00,21.00,0.94,5.64,12.00,0.02,23.11
207.00,0.00,0.94,5.64,12.00,0.02,23.11
207.00,28.00,0.94,5.64,12.00,0.02,23.11
207.00,18.00,1.88,15.66,15.33,0.04,26.67
207.00,30.00,0.94,5.64,12.00,0.02,23.11
207.00,32.00,0.94,5.64,12.00,0.02,23.11
207.00,19.00,0.94,5.64,12.00,0.02,23.11
207.00,7.00,0.94,5.64,12.00,0.02,23.11
207.00,25.00,0.94,5.64,12.00,0.02,23.11
207.00,3.00,1.41,10.34,14.00,0.04,25.32
207.00,6.00,0.94,5.64,12.00,0.02,23.11
207.00,16.00,0.94,5.64,12.00,0.02,23.11
207.00,23.00,0.94,5.64,12.00,0.02,23.11
207.00,1.00,6.58,52.52,17.08,0.06,29.49
207.00,20.00,6.58,52.05,16.77,0.06,29.21
207.00,2.00,11.75,88.61,18.40,0.10,32.94
207.00,13.00,11.75,88.61,18.40,0.10,32.94
207.00,8.00,12.22,96.62,18.36,0.12,33.87
207.00,4.00,12.22,99.63,18.91,0.12,34.57
207.00,12.00,24.91,181.64,23.03,0.25,39.39
207.00,27.00,16.45,127.28,20.85,0.16,37.32
207.00,29.00,0.94,5.64,12.00,0.02,23.11
207.00,40.00,0.94,5.64,12.00,0.02,23.11
207.00,35.00,0.94,5.64,12.00,0.02,23.11
207.00,59.00,0.94,5.64,12.00,0.02,23.11
207.00,52.00,0.94,5.64,12.00,0.02,23.11
207.00,37.00,0.94,5.64,12.00,0.02,23.11
207.00,38.00,0.94,5.64,12.00,0.02,23.11
207.00,51.00,0.94,5.64,12.00,0.02,23.11
207.00,34.00,0.94,5.64,12.00,0.02,23.11
207.00,58.00,0.94,5.64,12.00,0.02,23.11
