# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
2.00,28.00,1.85,13.88,14.00,0.01,25.24
2.00,49.00,2.78,17.59,16.00,0.01,27.27
2.00,31.00,5.09,32.63,20.00,0.01,31.29
2.00,36.00,5.32,34.94,18.00,0.02,29.06
2.00,63.00,5.09,32.86,19.00,0.02,30.11
2.00,29.00,5.55,37.72,24.00,0.01,35.48
2.00,7.00,3.70,21.29,20.00,0.01,31.19
2.00,3.00,3.70,18.51,16.00,0.01,27.20
2.00,59.00,4.63,35.17,20.80,0.01,32.06
2.00,60.00,4.63,37.58,23.20,0.01,34.47
2.00,24.00,2.78,16.66,24.00,0.01,35.38
2.00,10.00,7.03,39.99,21.60,0.02,32.67
2.00,27.00,5.32,34.02,23.00,0.02,34.15
2.00,5.00,8.10,46.28,21.00,0.02,32.18
2.00,38.00,6.48,40.36,19.20,0.02,30.36
2.00,13.00,4.40,30.31,20.00,0.01,31.33
2.00,56.00,15.21,116.19,20.25,0.05,31.59
2.00,68.00,5.55,27.46,24.00,0.02,35.08
2.00,64.00,4.40,29.16,20.00,0.01,31.21
2.00,81.00,4.63,30.17,17.60,0.02,28.75
2.00,90.00,6.48,31.93,24.00,0.02,35.18
2.00,89.00,5.09,34.94,21.00,0.02,32.11
2.00,96.00,5.18,29.43,13.60,0.02,24.67
2.00,92.00,11.11,80.06,20.33,0.03,31.34
2.00,72.00,12.96,95.34,20.29,0.04,31.34
2.00,95.00,18.87,129.04,19.00,0.07,30.53
2.00,48.00,20.66,172.27,26.09,0.05,37.30
2.00,55.00,26.84,226.61,23.66,0.11,36.79
2.00,12.00,29.62,274.80,27.62,0.09,39.48
2.00,84.00,28.28,230.54,23.59,0.10,36.39
