method, generation, latency, ar
surrogate, 1, 47.0, 0.925
surrogate, 1, 46.0, 0.8375
surrogate, 2, 47.0, 0.9375
surrogate, 2, 46.0, 0.8375
surrogate, 3, 47.0, 0.9375
surrogate, 3, 46.0, 0.9125
surrogate, 4, 47.0, 0.9375
surrogate, 4, 46.0, 0.9125
surrogate, 5, 47.0, 0.9375
surrogate, 5, 46.0, 0.9125
surrogate, 6, 47.0, 0.9375
surrogate, 6, 47.0, 0.9375
surrogate, 6, 46.0, 0.9125
surrogate, 7, 47.0, 0.9375
surrogate, 7, 47.0, 0.9375
surrogate, 7, 46.0, 0.9125
surrogate, 8, 47.0, 0.9375
surrogate, 8, 47.0, 0.9375
surrogate, 8, 46.0, 0.9125
surrogate, 9, 47.0, 0.9375
surrogate, 9, 47.0, 0.9375
surrogate, 9, 46.0, 0.9125
surrogate, 10, 47.0, 0.9375
surrogate, 10, 47.0, 0.9375
surrogate, 10, 46.0, 0.9125
surrogate, 11, 47.0, 0.9375
surrogate, 11, 47.0, 0.9375
surrogate, 11, 46.0, 0.9125
surrogate, 12, 47.0, 0.9375
surrogate, 12, 47.0, 0.9375
surrogate, 12, 47.0, 0.9375
surrogate, 12, 46.0, 0.9125
surrogate, 13, 47.0, 0.9375
surrogate, 13, 47.0, 0.9375
surrogate, 13, 47.0, 0.9375
surrogate, 13, 46.0, 0.9125
surrogate, 14, 47.0, 0.9375
surrogate, 14, 47.0, 0.9375
surrogate, 14, 47.0, 0.9375
surrogate, 14, 46.0, 0.9125
surrogate, 15, 47.0, 0.9375
surrogate, 15, 47.0, 0.9375
surrogate, 15, 47.0, 0.9375
surrogate, 15, 46.0, 0.9125
surrogate, 16, 47.0, 0.9375
surrogate, 16, 47.0, 0.9375
surrogate, 16, 47.0, 0.9375
surrogate, 16, 46.0, 0.9125
surrogate, 17, 47.0, 0.9375
surrogate, 17, 47.0, 0.9375
surrogate, 17, 47.0, 0.9375
surrogate, 17, 46.0, 0.9125
surrogate, 18, 47.0, 0.9375
surrogate, 18, 47.0, 0.9375
surrogate, 18, 47.0, 0.9375
surrogate, 18, 46.0, 0.9125
surrogate, 18, 45.0, 0.8625
surrogate, 19, 47.0, 0.9375
surrogate, 19, 47.0, 0.9375
surrogate, 19, 47.0, 0.9375
surrogate, 19, 46.0, 0.9125
surrogate, 19, 45.0, 0.8625
surrogate, 20, 47.0, 0.9375
surrogate, 20, 47.0, 0.9375
surrogate, 20, 47.0, 0.9375
surrogate, 20, 46.0, 0.9125
surrogate, 20, 45.0, 0.8625
surrogate, 21, 47.0, 0.9375
surrogate, 21, 47.0, 0.9375
surrogate, 21, 47.0, 0.9375
surrogate, 21, 46.0, 0.9125
surrogate, 21, 45.0, 0.8625
surrogate, 22, 47.0, 0.95
surrogate, 22, 46.0, 0.9125
surrogate, 22, 45.0, 0.8625
