generation,avg_ar,max_ar,min_ar,avg_latency,max_latency,min_latency
1,0.64125,0.8125,0.375,3285.183326911901,4286.51923474103,1829.312154620519
2,0.6003125,0.8125,0.40625,3071.6270174630986,4196.904725259321,1943.5735374013557
3,0.555625,0.75,0.40625,2834.301332127216,3860.0659249249047,1943.5735374013557
4,0.525625,0.75,0.34375,2673.2017242459006,3735.2182827311267,1686.048753958778
5,0.498125,0.6875,0.34375,2528.8083063488702,3646.674629886324,1787.4649954085426
6,0.4859375,0.6875,0.34375,2448.677252559432,3448.974390230998,1745.5985835615152
7,0.455625,0.625,0.34375,2276.0543710680336,3083.217314932523,1637.841276632089
8,0.443125,0.625,0.28125,2185.4356120010443,3265.0132757778288,1353.1749809546
9,0.428125,0.65625,0.25,2091.3921588324442,3309.825053739887,1025.5155022855633
10,0.3921875,0.5625,0.25,1894.955815436657,2981.5538545355957,1027.8365494493876
11,0.3734375,0.5625,0.25,1770.1423780155333,2790.707053652695,1027.8365494493876
12,0.3634375,0.5625,0.21875,1707.2814823803126,2693.9387563892765,863.7437029892393
13,0.348125,0.53125,0.1875,1623.6260181663113,2643.1899557122724,673.502830126314
14,0.335,0.53125,0.1875,1552.0460131980485,2600.891863864301,673.502830126314
15,0.32,0.46875,0.1875,1470.6772104642816,2292.374187621349,673.502830126314
16,0.3065625,0.5,0.1875,1371.5792117695248,2407.8609841925254,706.7665998457036
17,0.29625,0.4375,0.15625,1314.0449652376765,2160.521269923527,706.7665998457036
18,0.278125,0.46875,0.125,1214.6623478151803,2217.7690103662408,480.8524895136709
19,0.2675,0.46875,0.125,1178.4125928477035,2253.331742707882,472.5734412092671
20,0.25875,0.375,0.125,1129.1531375175575,1887.1434618454186,551.5482419820485
21,0.2575,0.40625,0.0625,1118.8785570196578,1807.8097046736195,310.0293992302003
22,0.2346875,0.4375,0.0625,1022.8936815743114,2120.847641486137,256.2518864959378
