method, generation, power, ar
surrogate, 1, 205.0, 1.0
surrogate, 1, 189.0, 0.95
surrogate, 1, 189.0, 0.95
surrogate, 1, 181.0, 0.9
surrogate, 1, 117.0, 0.85
emulator, 1.1, 225.0, 1.0
