generation,avg_ar,max_ar,min_ar,avg_latency,max_latency,min_latency
1,0.6465625,0.8125,0.4375,1865.8440630735727,2445.964918749338,1223.6500937939907
2,0.6125,0.84375,0.40625,1754.6134930337594,2460.9592011480463,1153.6866702726306
3,0.586875,0.75,0.375,1677.5813342068855,2173.1725641448384,1059.114151714998
4,0.5403125,0.8125,0.375,1529.6094118928731,2390.1641777929026,1032.318730106399
5,0.5175,0.875,0.375,1450.6960178486784,2522.756648565648,1018.1677360550066
6,0.5015625,0.6875,0.28125,1399.007735526552,1927.8816100137765,719.0787958004605
7,0.4690625,0.65625,0.28125,1304.349512699053,1876.6732373818086,719.0787958004605
8,0.454375,0.625,0.28125,1257.0484519180998,1868.574479464185,719.0787958004605
9,0.4403125,0.625,0.28125,1214.1408740622037,1748.4658451443456,719.0787958004605
10,0.4175,0.65625,0.28125,1142.8876319688982,1842.0217861069102,716.3662456628398
11,0.4059375,0.625,0.25,1110.5029754967632,1830.3653937684358,705.3579546179891
12,0.385,0.5625,0.25,1046.9219938342771,1589.8367374311883,633.7005229761078
13,0.3746875,0.5625,0.21875,1021.0360822996955,1600.8588281628386,565.1723893709224
14,0.3540625,0.5625,0.21875,952.7044584026318,1575.9571176295392,515.6114094592307
15,0.3275,0.5625,0.125,872.5137325892988,1557.5977803151495,319.6744667976292
16,0.316875,0.5,0.15625,847.6799456401963,1425.632812363302,371.1323100820873
17,0.2925,0.53125,0.125,777.3517089743877,1517.406466043505,352.2122266529552
18,0.28,0.5,0.15625,743.347615556276,1440.0697644415004,359.65488922613247
19,0.2746875,0.4375,0.125,717.9290126724133,1225.4408508272818,272.0571644662632
20,0.2603125,0.4375,0.125,667.6928563151556,1199.4810416773676,272.0571644662632
21,0.245625,0.40625,0.125,622.8606649748467,1101.6545382621134,267.0401970933371
22,0.2353125,0.34375,0.125,585.3264149059272,917.3374230772237,269.5488410123174
23,0.21875,0.34375,0.125,537.3612233693401,941.3485547351413,255.6377057109074
