method, generation, average_ar, max_ar, min_ar, average_latency, max_latency, min_latency
surrogate, 1, 0.16875, 0.45, 0.0, 5038.2, 50000.0, 37.0
surrogate, 2, 0.25375, 0.45, 0.05, 41.55, 45.0, 37.0
surrogate, 3, 0.2587499999999999, 0.45, 0.05, 41.0, 45.0, 37.0
surrogate, 4, 0.2312499999999999, 0.525, 0.05, 40.4, 47.0, 37.0
surrogate, 5, 0.23499999999999996, 0.525, 0.05, 40.65, 47.0, 37.0
surrogate, 6, 0.24375, 0.525, 0.05, 40.8, 47.0, 37.0
surrogate, 7, 0.27999999999999997, 0.525, 0.05, 41.5, 47.0, 37.0
surrogate, 8, 0.21499999999999994, 0.55, 0.05, 40.05, 46.0, 37.0
surrogate, 9, 0.20999999999999996, 1.0, 0.05, 39.4, 47.0, 37.0
emulator, 10, 1.0, 1.0, 1.0, 48.0, 48.0, 48.0
