# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,72.00,18.35,136.31,22.11,0.05,33.18
1.00,10.00,7.52,56.04,20.50,0.01,31.75
1.00,78.00,26.32,194.49,22.50,0.05,33.51
1.00,12.00,7.52,53.46,21.00,0.02,32.22
1.00,59.00,4.46,32.43,20.00,0.01,31.40
1.00,79.00,11.04,64.15,22.50,0.02,33.57
1.00,19.00,5.64,43.86,20.00,0.01,31.45
1.00,26.00,3.76,13.16,8.00,0.02,19.07
1.00,67.00,5.64,38.38,20.00,0.01,31.39
1.00,51.00,37.26,318.21,28.79,0.08,39.84
1.00,2.00,37.60,329.49,28.30,0.08,39.44
1.00,36.00,40.41,364.95,28.19,0.08,39.32
1.00,31.00,45.11,406.02,27.17,0.11,38.72
