generation,avg_ar,max_ar,min_ar,avg_latency,max_latency,min_latency
1,0.645625,0.875,0.40625,1883.0450817165474,2633.0950768316106,1199.0681118093678
2,0.5953125,0.8125,0.40625,1734.3721881932545,2357.8118983875584,1190.7214628825864
3,0.55125,0.71875,0.40625,1591.591997506539,2155.466480975324,1172.0798040930918
4,0.52375,0.78125,0.3125,1502.4782459323378,2252.821998548854,860.4450227675321
5,0.5003125,0.75,0.28125,1434.2135330563042,2188.9440289006598,787.3982729140613
6,0.4615625,0.65625,0.28125,1311.4673719497746,1952.0992122624755,767.3522558931304
7,0.439375,0.625,0.28125,1238.3827844111695,1885.8294737262186,767.3522558931304
8,0.43625,0.65625,0.25,1230.9285397696544,1917.7899799011675,767.3522558931304
9,0.4115625,0.5625,0.28125,1154.0517461173342,1613.0607914147536,767.3522558931304
10,0.394375,0.625,0.28125,1103.83858628574,1766.232304141873,753.946338175356
11,0.395,0.6875,0.25,1105.4910263318668,1961.2637059900671,628.9401692635829
12,0.3728125,0.5625,0.25,1037.2901079044384,1627.0320914865133,622.0630894366925
13,0.348125,0.5625,0.1875,957.0112116157844,1590.526662409403,486.6851413792466
14,0.326875,0.53125,0.1875,902.0177496143062,1509.1020472915948,503.99528593623575
15,0.3103125,0.5,0.15625,839.7486692713198,1383.70609508161,385.1796439163832
16,0.2978125,0.4375,0.15625,809.6412209238031,1324.9868437382663,375.6587259049992
17,0.29,0.53125,0.125,779.6725346084585,1435.3389791461611,323.870435138116
18,0.2771875,0.5,0.125,735.2112549493764,1397.1032466309046,265.79356687668053
19,0.2653125,0.46875,0.125,703.2115387574576,1228.2310955102962,265.79356687668053
20,0.255,0.46875,0.125,661.6783789851746,1263.6648319468404,281.14818383385864
21,0.236875,0.40625,0.09375,604.1818743981204,1148.791345061689,223.13504813538717
22,0.2134375,0.375,0.125,530.0753005879242,1020.3851926702065,270.6223536931315
23,0.2128125,0.34375,0.125,520.2481877726829,862.6109015284334,270.6223536931315
