method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.8399999999999999, 1.0, 0.5, 118.12, 161.0, 73.0
emulator, 1.1, 1.0, 1.0, 1.0, 100.0, 100.0, 100.0
