# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
3.00,0.00,1.41,12.45,20.00,0.02,31.11
3.00,2.00,0.94,5.64,12.00,0.01,23.11
3.00,1.00,1.88,11.04,15.00,0.02,26.11
3.00,3.00,9.16,71.47,23.83,0.05,34.95
3.00,5.00,4.70,37.07,19.00,0.02,30.11
3.00,4.00,5.64,42.29,20.75,0.03,31.86
3.00,8.00,1.88,13.63,23.00,0.02,34.11
3.00,15.00,1.41,10.10,15.00,0.02,26.11
3.00,14.00,1.88,10.57,19.00,0.01,30.11
3.00,13.00,3.29,25.66,18.40,0.03,29.51
3.00,12.00,3.76,23.03,21.50,0.02,32.61
3.00,28.00,4.70,36.86,20.29,0.03,31.40
3.00,9.00,3.20,24.62,19.20,0.02,30.31
3.00,10.00,3.29,23.03,21.50,0.02,32.61
3.00,7.00,3.29,24.91,19.20,0.02,30.31
3.00,11.00,3.76,30.78,19.67,0.03,30.78
3.00,6.00,2.35,18.48,21.33,0.02,32.45
3.00,25.00,1.41,6.58,16.00,0.02,27.11
3.00,16.00,0.94,7.05,18.00,0.01,29.11
3.00,31.00,1.41,11.51,18.00,0.02,29.11
3.00,40.00,1.41,10.57,18.00,0.01,29.11
3.00,43.00,1.88,16.29,20.00,0.02,31.11
3.00,17.00,2.35,16.29,21.33,0.01,32.45
3.00,34.00,0.94,7.05,18.00,0.01,29.11
3.00,18.00,3.20,23.40,17.60,0.03,28.71
3.00,21.00,4.70,24.20,22.00,0.02,33.11
3.00,44.00,1.88,17.07,20.00,0.02,31.11
3.00,35.00,2.35,16.76,20.67,0.01,31.78
3.00,19.00,3.29,26.60,18.80,0.03,29.92
3.00,26.00,1.88,16.13,20.00,0.02,31.11
3.00,42.00,0.94,7.05,18.00,0.01,29.11
3.00,22.00,0.94,6.58,18.00,0.02,29.11
3.00,33.00,2.82,21.52,18.00,0.02,29.11
3.00,36.00,1.41,12.45,19.00,0.02,30.11
3.00,23.00,1.41,11.75,19.00,0.02,30.11
3.00,37.00,6.11,48.20,22.00,0.03,33.11
3.00,20.00,4.23,29.04,21.60,0.03,32.71
3.00,48.00,1.41,12.45,19.00,0.02,30.11
3.00,32.00,1.41,11.98,18.00,0.02,29.11
3.00,30.00,1.41,12.69,19.00,0.02,30.11
3.00,65.00,0.94,6.58,18.00,0.02,29.11
3.00,50.00,0.94,5.17,12.00,0.02,23.11
3.00,64.00,2.23,20.68,19.00,0.02,30.11
3.00,49.00,2.35,17.86,21.33,0.02,32.45
3.00,52.00,0.94,7.05,18.00,0.01,29.11
3.00,47.00,2.82,20.52,23.33,0.02,34.45
3.00,41.00,2.35,15.04,18.67,0.02,29.78
3.00,38.00,1.88,13.16,20.00,0.02,31.11
3.00,29.00,3.29,23.85,19.50,0.03,30.62
