# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,63.00,1.88,15.04,20.00,0.01,31.23
1.00,7.00,4.70,27.57,20.00,0.02,31.06
1.00,67.00,3.76,21.15,16.00,0.01,27.15
1.00,6.00,6.58,36.19,23.00,0.01,34.22
1.00,43.00,6.89,46.21,21.33,0.05,33.13
1.00,61.00,3.45,21.30,16.00,0.02,27.11
1.00,0.00,3.76,20.68,20.00,0.02,31.07
1.00,29.00,11.28,66.50,15.83,0.06,27.91
1.00,8.00,14.10,102.17,22.40,0.07,34.61
1.00,89.00,2.35,16.92,20.00,0.01,31.25
1.00,71.00,3.45,25.06,20.00,0.02,31.07
1.00,78.00,3.76,20.21,18.00,0.03,29.24
1.00,82.00,4.46,27.26,18.00,0.02,29.06
1.00,75.00,3.76,29.14,21.00,0.02,32.14
1.00,92.00,5.83,32.14,19.20,0.02,30.28
1.00,74.00,13.46,103.12,23.29,0.06,38.91
1.00,76.00,25.38,196.64,26.00,0.14,41.26
1.00,88.00,20.68,191.82,24.18,0.14,39.72
1.00,37.00,19.74,186.32,27.62,0.09,40.34
1.00,2.00,28.23,210.59,25.77,0.17,41.92
1.00,54.00,23.50,221.53,27.60,0.11,41.61
1.00,62.00,25.38,219.24,25.26,0.13,40.11
1.00,53.00,28.60,240.61,24.29,0.19,41.70
1.00,46.00,34.23,242.25,22.45,0.23,38.88
1.00,1.00,25.52,237.57,24.54,0.18,41.30
1.00,70.00,31.75,229.77,23.07,0.23,40.11
1.00,72.00,24.44,231.92,28.15,0.13,42.91
