method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.8546428571428573, 1.0, 0.6071428571428571, 242.65, 267.0, 117.0
emulator, 1.1, 1.0, 1.0, 1.0, 241.0, 241.0, 241.0
