# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
2.00,58.00,5.64,38.85,24.00,0.06,36.49
2.00,51.00,4.46,34.54,24.00,0.04,35.39
2.00,56.00,7.52,40.41,21.00,0.05,39.97
2.00,23.00,6.39,37.60,16.00,0.05,35.14
2.00,14.00,5.64,45.11,21.60,0.05,35.75
2.00,57.00,4.70,34.40,18.40,0.04,29.79
2.00,20.00,5.64,44.64,22.00,0.06,34.49
2.00,13.00,5.26,32.90,16.80,0.05,32.77
2.00,44.00,5.64,40.60,22.40,0.05,43.52
2.00,32.00,5.40,35.72,26.00,0.05,40.95
2.00,22.00,3.45,26.00,20.00,0.03,31.38
2.00,61.00,8.46,60.69,22.86,0.06,35.14
2.00,18.00,7.52,48.76,21.50,0.05,33.58
2.00,48.00,18.80,129.05,22.30,0.16,38.65
2.00,26.00,19.74,144.38,24.38,0.20,45.20
2.00,53.00,27.15,217.93,24.37,0.31,40.66
2.00,34.00,16.92,126.54,19.44,0.20,42.60
2.00,24.00,30.08,222.18,20.31,0.33,36.54
2.00,16.00,27.26,210.01,25.59,0.23,42.43
2.00,1.00,29.14,228.41,23.55,0.26,39.89
2.00,97.00,5.26,37.97,20.00,0.05,34.39
2.00,89.00,7.21,50.75,23.33,0.05,43.27
2.00,93.00,14.10,100.50,18.40,0.15,34.95
2.00,63.00,19.01,126.54,20.00,0.22,40.02
2.00,98.00,17.21,126.60,24.00,0.13,39.37
2.00,55.00,17.86,132.65,22.42,0.17,39.24
2.00,74.00,17.86,135.22,20.00,0.19,39.58
2.00,70.00,15.98,125.36,22.82,0.14,39.03
2.00,94.00,21.62,178.80,24.96,0.17,41.56
2.00,66.00,28.67,194.29,22.57,0.32,38.81
2.00,95.00,31.96,248.63,24.18,0.24,40.48
2.00,96.00,34.59,260.13,25.37,0.30,41.73
2.00,64.00,40.33,315.80,22.29,0.47,38.51
