method, generation, average_ar, max_ar, min_ar, average_latency, max_latency, min_latency
surrogate, 1, 0.11208333333333333, 1.0, 0.0, 35010.72, 50000.0, 28.0
emulator, 1.1, 1.0, 1.0, 1.0, 37.0, 37.0, 37.0
