method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.8502631578947366, 0.9473684210526315, 0.7368421052631579, 236.49, 248.0, 119.0
surrogate, 2, 0.8886842105263156, 0.9736842105263158, 0.7894736842105263, 231.43, 248.0, 119.0
surrogate, 3, 0.8915789473684208, 0.9736842105263158, 0.7894736842105263, 224.96, 248.0, 103.0
surrogate, 4, 0.8931578947368419, 0.9736842105263158, 0.7631578947368421, 219.39, 248.0, 95.0
surrogate, 5, 0.9005263157894735, 0.9736842105263158, 0.7631578947368421, 211.3, 248.0, 63.0
surrogate, 6, 0.9042105263157894, 0.9736842105263158, 0.6578947368421053, 205.28, 248.0, 62.0
surrogate, 7, 0.8999999999999999, 0.9736842105263158, 0.6578947368421053, 198.3, 248.0, 62.0
surrogate, 8, 0.8863157894736841, 1.0, 0.6578947368421053, 182.48, 248.0, 62.0
emulator, 8.1, 1.0, 1.0, 1.0, 239.0, 239.0, 239.0
