generation,avg_ar,max_ar,min_ar,avg_latency,max_latency,min_latency
1,0.6478125,0.875,0.375,3089.5463409601466,4152.650007751648,1759.3543501032227
2,0.62,0.84375,0.375,2941.19850334695,4063.132642896596,1759.3543501032227
3,0.56375,0.75,0.375,2658.483491246858,3653.4425948184785,1656.3910119901043
4,0.5365625,0.8125,0.375,2511.5441828280045,3962.010782253063,1656.3910119901043
5,0.5115625,0.6875,0.34375,2375.342519706203,3378.6491771547617,1561.0827779529218
6,0.501875,0.71875,0.34375,2321.7145592744687,3487.17025688088,1561.0827779529218
7,0.4834375,0.6875,0.34375,2231.281355408947,3461.8185185060215,1421.7842915286512
8,0.484375,0.6875,0.3125,2222.463683159217,3278.014007201973,1371.8483076537752
9,0.466875,0.75,0.28125,2115.62168619132,3676.510641853379,1282.5261175174533
10,0.449375,0.6875,0.28125,2034.4635308382653,3273.245940803551,1201.4863495691393
11,0.423125,0.59375,0.28125,1904.7815572508302,2784.9446905155787,1200.887099079629
12,0.4040625,0.625,0.21875,1809.7884349902786,2967.6193362657464,1003.6273677378746
13,0.3784375,0.5625,0.21875,1688.0855312169037,2641.195762087724,940.6438310596682
14,0.37125,0.5625,0.1875,1651.6965306657692,2575.4648214755352,886.987432377936
15,0.3525,0.53125,0.21875,1539.3333161077376,2443.1957281460013,886.987432377936
16,0.3428125,0.53125,0.1875,1494.293938495236,2459.256816723756,751.9462789554784
17,0.3175,0.5,0.15625,1377.8086072444846,2258.305719506423,597.6889081212566
18,0.29,0.46875,0.125,1250.691787111867,2132.611294663192,545.5248420479173
19,0.2725,0.4375,0.15625,1177.3406246599814,1943.972414078633,597.6889081212566
20,0.2521875,0.40625,0.125,1068.9803601947792,1764.6899754791077,460.3961096047285
21,0.2475,0.40625,0.125,1044.0394655994223,1734.778996523339,460.3961096047285
22,0.2303125,0.375,0.125,960.7502275022358,1689.2575452320102,460.3961096047285
23,0.2253125,0.40625,0.09375,936.9064566380531,1747.0766339956754,357.8997491623758
24,0.2159375,0.375,0.125,897.1638171818761,1613.6429115755973,432.88746568574817
25,0.208125,0.375,0.0625,856.6019271614159,1698.218325713957,219.27843016961137
26,0.1959375,0.34375,0.0625,800.5938330606513,1497.5138529587414,209.22595840164894
27,0.178125,0.40625,0.03125,711.8878227313745,1849.7516999962388,102.09538723582354
28,0.1803125,0.3125,0.09375,726.0432174943978,1379.4106677322006,317.83893760247344
29,0.18625,0.3125,0.0625,743.2306090135119,1414.7091541652076,207.79101777327935
30,0.183125,0.3125,0.0625,727.7074736040503,1390.5725301842,205.18601389811536
31,0.1659375,0.3125,0.0625,655.072512659612,1226.0307493915222,207.194961944136
32,0.153125,0.3125,0.0625,602.937970254165,1252.3565055655815,212.31576817509676
33,0.1371875,0.25,0.0625,531.1548859372273,1134.0333941821832,216.25219428563014
34,0.1325,0.28125,0.0625,507.84760458001256,1210.6814526143612,210.00521299609622
35,0.1325,0.25,0.0625,513.8689963432703,1084.276896840025,210.22119782811723
36,0.12375,0.28125,0.0625,472.32116871432197,1213.7665204475518,207.69465781709567
37,0.1240625,0.25,0.0625,472.62322129983016,1146.319421135554,207.19496194413603
38,0.1225,0.21875,0.0625,461.8793828542699,828.0250796403977,207.5144651691572
39,0.1209375,0.21875,0.0625,455.2908672283705,919.2053877729252,201.1496486129901
40,0.1178125,0.21875,0.0625,435.53427245692126,1003.168821396069,209.20806230960767
41,0.1184375,0.21875,0.0625,436.81427499613426,935.1219447208158,209.20806230960767
42,0.1178125,0.21875,0.0625,433.75428717765396,968.0227809414561,210.0944145154634
43,0.1178125,0.25,0.0625,433.20383541041355,1111.8292560157413,220.2700903776714
44,0.1203125,0.21875,0.0625,447.9762580788901,913.2109200567878,213.23490644766957
45,0.12125,0.21875,0.09375,452.43107558187774,984.7908769106293,298.24206488448607
46,0.1284375,0.28125,0.09375,482.0233438585247,1187.7817893533384,298.24206488448607
47,0.133125,0.25,0.09375,499.71012092055525,1156.2992895798302,298.44015362446584
48,0.1334375,0.21875,0.09375,496.70810663166066,993.8015598357972,300.8381207136294
49,0.138125,0.21875,0.0625,511.990193861284,977.1223004049685,218.76083820461045
50,0.1346875,0.21875,0.09375,500.7595690594631,796.9212005171375,300.9487975434461
51,0.1203125,0.25,0.0625,431.86142458478525,1037.7845324531838,202.87545871911482
52,0.1203125,0.25,0.0625,434.60618878439,1041.1607637765508,205.1860138981154
53,0.1190625,0.25,0.09375,426.12407485416696,1018.3195672611154,298.10218120636057
54,0.1203125,0.25,0.09375,433.2439267947307,1096.3338223928558,298.24206488448607
55,0.1240625,0.1875,0.0625,442.7410831552775,779.6233536380315,207.78206972725872
56,0.1190625,0.1875,0.09375,426.164876356881,818.48388145472,295.9315097054855
57,0.1190625,0.21875,0.09375,422.4643764559465,892.5694754782351,295.9315097054855
58,0.11875,0.1875,0.09375,415.5411078936041,774.3003980044479,295.9315097054855
59,0.1175,0.21875,0.09375,414.34442143597,972.6741877288831,295.9315097054855
60,0.1225,0.28125,0.0625,435.8584902578305,1146.488266466817,204.98792515813565
61,0.123125,0.21875,0.09375,443.5549065900509,939.2642979750538,294.70002664470803
