startTime,endTime,cpu,memory,median,reqps
1739379107,1739379109,0.1968105329153605,193290240,2.7506500000000003,288.0
1739379109,1739379111,0.21311064592267961,193609728,2.7634179999999997,292.0
1739379111,1739379113,0.20817243849162886,193953792,2.6653965,295.0
1739379113,1739379115,0.21450712159073118,193466368,2.693723,298.0
1739379115,1739379117,0.22718256067679773,192761856,2.789943,302.0
1739379117,1739379119,0.21147396841940042,193429504,2.6636075,305.0
1739379119,1739379121,0.23932305978993573,194895872,2.8110685,308.0
1739379121,1739379123,0.22313475146391107,193818624,2.801153,311.5
1739379123,1739379125,0.21724092136377854,193703936,2.676449,315.0
1739379125,1739379127,0.24297197349662428,193232896,2.726556,318.5
1739379127,1739379129,0.24019275894868586,193708032,2.679397,321.5
1739379129,1739379131,0.20994013214564775,193994752,2.782523,325.5
1739379131,1739379133,0.22111612306727302,194338816,2.7674814999999997,328.0
1739379133,1739379135,0.23146058089411764,193351680,2.859669,331.5
1739379135,1739379137,0.22497002606516292,193843200,2.6388895,335.0
1739379137,1739379139,0.24292848107853895,193630208,2.730154,338.5
1739379139,1739379141,0.2265946547107697,193990656,2.699935,342.0
1739379141,1739379143,0.20490741840951784,194207744,2.690223,344.5
1739379143,1739379145,0.22749567178202318,192954368,2.5049004999999998,348.0
1739379145,1739379147,0.21153534316580555,193667072,2.8072654999999997,352.0
1739379147,1739379149,0.21874260506408252,194588672,2.7042254999999997,355.0
1739379149,1739379151,0.23707056486063263,193699840,2.710348,358.5
1739379151,1739379153,0.23769572488233448,194064384,2.519455,361.5
1739379153,1739379155,0.22931117994987468,193826816,2.7622289999999996,365.0
1739379155,1739379157,0.24939648240450846,194519040,2.747339,368.5
1739379157,1739379159,0.25325423461237273,194174976,2.751783,371.5
1739379159,1739379161,0.2414779678649578,193761280,2.687061,375.0
1739379161,1739379163,0.2580362960551033,194764800,2.832568,378.5
1739379163,1739379165,0.26002404869783496,194719744,2.696048,381.5
1739379165,1739379167,0.2522817405490196,194568192,2.679222,385.0
1739379167,1739379169,0.25261209391086004,194949120,2.665617,388.0
1739379169,1739379171,0.250721024200627,194613248,2.5859575,392.0
1739379171,1739379173,0.24466335208268086,194584576,2.4449555,395.0
1739379173,1739379175,0.25652450603542876,192315392,2.66889,398.5
1739379175,1739379177,0.2953695012067074,191557632,2.633725,401.5
1739379177,1739379179,0.26866013322869253,191758336,2.5850400000000002,405.0
1739379179,1739379181,0.2574552483288875,192696320,2.685595,408.0
1739379181,1739379183,0.2678558023204766,192229376,2.480029,412.0
1739379183,1739379185,0.2965135583045526,192581632,2.6340735000000004,415.0
1739379185,1739379187,0.287474546,192397312,2.6054985,418.0
1739379187,1739379189,0.29105591931088487,192360448,2.602207,421.5
1739379189,1739379191,0.28186202755583517,192393216,2.590468,425.5
1739379191,1739379193,0.3165074657456829,192368640,2.579588,428.0
1739379193,1739379195,0.2799299409055303,193302528,2.6362215000000004,432.0
1739379195,1739379197,0.30096639699624533,192204800,2.4579195,435.0
1739379197,1739379199,0.28824559061473487,192524288,2.4896685,438.0
1739379199,1739379201,0.27433898251451894,192380928,2.5360845000000003,442.0
1739379201,1739379203,0.27513451806360645,192503808,2.549092,444.5
1739379203,1739379205,0.2958191668549906,191926272,2.423328,448.5
1739379205,1739379207,0.30475063488773746,193720320,2.609711,452.0
1739379207,1739379209,0.29714970197306606,192315392,2.5527505,455.0
1739379209,1739379211,0.27296428403256107,192798720,2.634515,458.0
1739379211,1739379213,0.276858343743148,192909312,2.6891985,462.0
1739379213,1739379215,0.30344166500392156,192843776,2.636891,464.5
1739379215,1739379217,0.28525539642521164,192831488,2.5851154999999997,468.0
1739379217,1739379219,0.2924098037002195,192970752,2.571744,472.5
1739379219,1739379221,0.29323651959798996,193261568,2.520251,474.5
1739379221,1739379223,0.2975418040201005,193236992,2.594177,478.5
1739379223,1739379225,0.27066148973312404,193335296,2.534021,482.0
1739379225,1739379227,0.2933175923594802,193478656,2.515837,484.5
1739379227,1739379229,0.3156549757889779,192958464,2.57893,488.5
1739379229,1739379231,0.31016385891229176,192368640,2.660064,491.5
1739379231,1739379233,0.2910754178062901,191893504,2.5023185,495.0
1739379233,1739379235,0.07493679549718574,191242240,2.464375,498.5
1739379235,1739379237,0.005381927737909516,191606784,2.254709,1.5
