# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
5.00,45.00,6.85,36.28,20.80,0.09,34.86
5.00,2.00,7.10,42.73,23.33,0.06,36.96
5.00,23.00,5.55,42.42,23.33,0.06,35.82
5.00,3.00,7.40,57.12,25.71,0.09,39.43
5.00,46.00,6.17,40.26,20.00,0.06,32.53
5.00,33.00,6.48,39.14,17.71,0.05,31.91
5.00,10.00,5.55,50.75,22.67,0.05,36.83
5.00,36.00,6.17,43.35,23.33,0.08,36.65
5.00,40.00,6.48,42.58,17.71,0.06,30.14
5.00,49.00,12.26,55.30,15.50,0.19,36.42
5.00,4.00,5.55,43.81,20.00,0.07,32.61
5.00,43.00,6.48,46.02,21.14,0.06,34.32
5.00,72.00,14.81,108.53,23.38,0.18,41.37
5.00,21.00,6.17,42.58,22.00,0.05,42.66
5.00,34.00,15.74,115.86,21.76,0.17,38.58
5.00,76.00,14.81,110.61,22.38,0.18,40.58
5.00,28.00,17.59,122.28,22.95,0.16,39.54
5.00,14.00,23.22,174.63,24.08,0.31,40.34
5.00,35.00,25.92,232.62,26.36,0.36,42.52
5.00,78.00,36.04,275.66,24.41,0.60,40.65
5.00,96.00,3.70,26.84,20.00,0.05,34.60
5.00,92.00,6.48,47.07,20.00,0.07,32.78
5.00,98.00,7.40,43.50,17.33,0.10,31.79
5.00,91.00,7.40,54.49,19.50,0.10,34.54
5.00,77.00,18.41,133.94,23.47,0.15,39.75
5.00,83.00,29.62,219.18,23.88,0.29,40.27
5.00,0.00,37.95,329.38,25.71,0.47,41.94
5.00,62.00,33.16,304.28,27.94,0.32,44.23
5.00,73.00,38.87,331.42,24.33,0.60,40.57
5.00,88.00,38.87,358.41,26.57,0.67,42.82
5.00,19.00,37.95,329.25,26.73,0.45,42.94
5.00,94.00,26.84,222.13,23.79,0.39,39.96
5.00,89.00,41.11,353.69,24.62,0.57,40.85
