# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
4.00,0.00,7.40,53.68,22.67,0.04,33.91
4.00,6.00,10.64,78.68,25.00,0.05,38.62
4.00,24.00,9.26,68.86,20.00,0.05,31.32
4.00,4.00,25.15,194.53,22.33,0.20,43.59
4.00,27.00,35.17,299.84,27.37,0.20,45.72
4.00,57.00,8.79,55.54,18.00,0.05,29.24
4.00,58.00,9.26,68.86,20.00,0.05,31.32
4.00,79.00,7.40,51.83,20.00,0.05,38.62
4.00,88.00,8.79,61.55,20.00,0.04,31.33
4.00,73.00,10.37,75.90,23.20,0.05,34.42
4.00,48.00,22.72,179.48,23.64,0.14,39.35
4.00,17.00,30.61,211.34,19.33,0.26,35.69
4.00,40.00,20.36,152.05,20.36,0.11,34.26
4.00,25.00,72.74,458.41,22.37,0.64,68.19
4.00,34.00,55.54,452.68,24.80,0.41,40.98
4.00,8.00,43.78,367.34,25.13,0.33,41.41
4.00,66.00,25.92,211.23,23.29,0.14,38.73
4.00,59.00,27.77,229.05,24.27,0.18,40.81
4.00,91.00,38.87,332.55,25.24,0.25,41.35
4.00,67.00,40.73,374.82,28.64,0.23,45.13
4.00,94.00,59.24,565.91,27.44,0.39,43.63
