# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,77.00,6.79,45.66,14.67,0.05,35.93
1.00,56.00,3.70,33.32,18.00,0.03,29.13
1.00,3.00,7.40,58.31,22.00,0.04,33.37
1.00,28.00,7.40,60.16,22.00,0.06,34.42
1.00,58.00,20.36,137.41,19.45,0.11,33.55
1.00,4.00,24.07,181.84,22.31,0.13,37.40
1.00,54.00,22.21,151.10,21.67,0.10,34.73
1.00,51.00,24.07,157.07,21.08,0.10,33.88
1.00,69.00,32.45,247.95,23.41,0.17,39.55
1.00,13.00,40.73,318.66,22.55,0.33,38.83
1.00,70.00,38.87,321.93,24.95,0.20,42.70
1.00,30.00,51.83,467.79,25.64,0.41,41.82
